,id,title,category,brand,modelno,price,query,category_predict,brand_predict
2231,2362,mohawk brite-hue multipurpose colored paper,,mohawk,103945,19.99,"{'title': 'mohawk brite-hue multipurpose colored paper', 'brand': 'mohawk', 'modelno': '103945', 'price': 19.99}","['stationery & office machinery', 'art & craft supplies', 'accessories apparel', 'printers', 'home care']","['sharpie', 'avery personal creations', 'mohawk', 'paper mate', 'avery']"
956,994,da-lite matte white designer model b with fabric case in pepper - 60 x 60 av format,electronics - general,da-lite,73101,134.99,"{'title': 'da-lite matte white designer model b with fabric case in pepper - 60 x 60 av format', 'category': 'electronics - general', 'brand': 'da-lite', 'modelno': '73101', 'price': 134.99}","['memory', 'automotive - general', 'photography - general', 'computers', 'electronics - general']","['roocase', 'da-lite', 'amd', 'case logic', 'draper']"
1463,1529,dell switch by design studio lids fire red 17r,electronics - general,dell,8cmcy,24.0,"{'title': 'dell switch by design studio lids fire red 17r', 'category': 'electronics - general', 'brand': 'dell', 'modelno': '8cmcy', 'price': 24.0}","['computers', 'monitors', 'electronics - general', 'laptop computers', 'desktop computers']","['lenovo', 'asus', 'compaq', 'msi', 'dell']"
929,966,belkin gold series high-speed usb 2.0 cable 6 ft.,electronics - general,belkin,f3u133v06gld,29.99,"{'title': 'belkin gold series high-speed usb 2.0 cable 6 ft.', 'category': 'electronics - general', 'brand': 'belkin', 'modelno': 'f3u133v06gld', 'price': 29.99}","['electronics - general', 'networking', 'tv accessories', 'phone accessories', 'prepaid wireless phones']","['rf link', 'just wireless', 'cables to go', 'belkin', 'wireless gear']"
2090,2220,da-lite da-plex deluxe rear projection screen - 58 x 104 hdtv format,electronics - general,da-lite,27571,4629.99,"{'title': 'da-lite da-plex deluxe rear projection screen - 58 x 104 hdtv format', 'category': 'electronics - general', 'brand': 'da-lite', 'modelno': '27571', 'price': 4629.99}","['electronics - general', 'memory', 'computers', 'automotive - general', 'monitors']","['case logic', 'da-lite', 'roocase', 'draper', 'amd']"
1436,1502,san diego padres iphone 4 case silicone cover,electronics - general,tribeca,fva3959,24.99,"{'title': 'san diego padres iphone 4 case silicone cover', 'category': 'electronics - general', 'brand': 'tribeca', 'modelno': 'fva3959', 'price': 24.99}","['electronics - general', 'handbags', 'mice', 'automotive - general', 'accessories apparel']","['tribeca', 'team pro mark', 'msi', 'lowrance', 'razer']"
439,452,quartet rewritables dry erase mini-markers fine point 6 assorted colors,stationery & office machinery,quartet,5.1659312 e7,4.54,"{'title': 'quartet rewritables dry erase mini-markers fine point 6 assorted colors', 'category': 'stationery & office machinery', 'brand': 'quartet', 'modelno': '5.1659312 e7', 'price': 4.54}","['stationery & office machinery', 'mp3 accessories', 'mp3', 'software', 'portable audio']","['quartet', 'simplism', 'encore', 'generic', 'pentel']"
692,715,i-tec t1274b istereo round sound docking station for ipod iphone,electronics - general,i-tec electronics,t1274b,79.88,"{'title': 'i-tec t1274b istereo round sound docking station for ipod iphone', 'category': 'electronics - general', 'brand': 'i-tec electronics', 'modelno': 't1274b', 'price': 79.88}","['electronics - general', 'portable audio', 'mp3 accessories', 'computers', 'automotive - general']","['ihome', 'eaton', 'i/omagic corporation', 'vantec', 'i-tec electronics']"
1079,1121,polaroid i1237 red 12.0 mp digital camera w 3x optical zoom 2.7 lcd display,digital cameras,polaroid,cim-1237r,58.88,"{'title': 'polaroid i1237 red 12.0 mp digital camera w 3x optical zoom 2.7 lcd display', 'category': 'digital cameras', 'brand': 'polaroid', 'modelno': 'cim-1237r', 'price': 58.88}","['mp3', 'digital cameras', 'usb drives', 'mp3 accessories', 'ipod']","['simplism', 'kodak', 'topics ent', 'polaroid', 'speck']"
804,834,cyberpower 825va 450w intelligent lcd battery backup ups,electronics - general,cyberpower,cp825lcd,88.73,"{'title': 'cyberpower 825va 450w intelligent lcd battery backup ups', 'category': 'electronics - general', 'brand': 'cyberpower', 'modelno': 'cp825lcd', 'price': 88.73}","['electronics - general', 'computers', 'hard drives', 'laptop computers', 'desktop computers']","['cyberpower', 'power mate', 'penpower', 'cyber acoustics', 'evga']"
900,936,vizio 42 ultra-slim m420sv,television,vizio,m420sv,697.54,"{'title': 'vizio 42 ultra-slim m420sv', 'category': 'television', 'brand': 'vizio', 'modelno': 'm420sv', 'price': 697.54}","['tv accessories', 'home theater', 'electronics : flat panel tv', 'television', 'satellite radio']","['lg', 'magnavox', 'kenwood', 'vizio', 'audiovox']"
1134,1183,vantec 2-port superspeed usb 3.0 expresscard 34,electronics - general,vantec,ugt-uc302cb,40.33,"{'title': 'vantec 2-port superspeed usb 3.0 expresscard 34', 'category': 'electronics - general', 'brand': 'vantec', 'modelno': 'ugt-uc302cb', 'price': 40.33}","['electronics - general', 'computers', 'television', 'mice', 'automotive - general']","['wintec', 'vantec', 'vtech', 'actiontec', 'grandtec']"
472,485,tony hawk birdhouse royale skatedrive 2gb usb flash drive w xbox live support,usb drives,,bh-skthroy/2g,9.84,"{'title': 'tony hawk birdhouse royale skatedrive 2gb usb flash drive w xbox live support', 'category': 'usb drives', 'modelno': 'bh-skthroy/2g', 'price': 9.84}","['software', 'usb drives', 'mp3', 'memory', 'mice']","['mach speed', 'wincraft', 'encore', 'ep memory', 'apex']"
1313,1372,dymo file folder labels 2-up,stationery & office machinery,dymo,30277,10.88,"{'title': 'dymo file folder labels 2-up', 'category': 'stationery & office machinery', 'brand': 'dymo', 'modelno': '30277', 'price': 10.88}","['software', 'storage', 'stationery & office machinery', 'computers', 'soi items - grocery hba pets']","['dymo', 'post-it', 'itw dymon', 'sharpie', 'generic']"
93,94,verbatim smartdisk optical mini travel mouse red,mice,verbatim,ver97255,17.2,"{'title': 'verbatim smartdisk optical mini travel mouse red', 'category': 'mice', 'brand': 'verbatim', 'modelno': 'ver97255', 'price': 17.2}","['mp3', 'software', 'mice', 'computers', 'mp3 accessories']","['nuance', 'verbatim', 'avid technology', 'microsoft', 'clickfree']"
257,259,logitech g9x black tilt wheel usb wired laser gaming mouse,computers,logitech,910-001152,79.82,"{'title': 'logitech g9x black tilt wheel usb wired laser gaming mouse', 'category': 'computers', 'brand': 'logitech', 'modelno': '910-001152', 'price': 79.82}","['networking', 'mice', 'computers', 'desktop computers', 'electronics - general']","['dell', 'lenovo', 'razer', 'logitech', 'microsoft']"
1159,1208,xantech 283dmw designer blink emitter single mini wire,stereos/audio,xantech,283dmw,11.88,"{'title': 'xantech 283dmw designer blink emitter single mini wire', 'category': 'stereos/audio', 'brand': 'xantech', 'modelno': '283dmw', 'price': 11.88}","['ipod', 'dvd players', 'car stereos', 'stereos/audio', 'portable audio']","['dj tech', 'xantech', 'magnavox', 'rca', 'sennheiser']"
1613,1721,five star 5-subject wirebound trend notebook wide rule pink,,,,5.0,"{'title': 'five star 5-subject wirebound trend notebook wide rule pink', 'price': 5.0}","['software', 'television', 'computers', 'monitors', 'stationery & office machinery']","['norazza', 'quartet', 'officemate', 'five star', 'encore']"
2226,2357,coby 7 lcd portable dvd cd mp3 player,dvd players,coby,tfdvd7379,85.71,"{'title': 'coby 7 lcd portable dvd cd mp3 player', 'category': 'dvd players', 'brand': 'coby', 'modelno': 'tfdvd7379', 'price': 85.71}","['television', 'software', 'mp3', 'computers', 'dvd players']","['encore', 'topics ent', 'norazza', 'coby', 'encore software']"
685,708,green onions supply iveil hybrid keyboard protector,electronics - general,green onions supply,rt-kbhb06,31.88,"{'title': 'green onions supply iveil hybrid keyboard protector', 'category': 'electronics - general', 'brand': 'green onions supply', 'modelno': 'rt-kbhb06', 'price': 31.88}","['stationery & office machinery', 'accessories apparel', 'electronics - general', 'mp3 accessories', 'garden - general']","['green onions supply', 'simplism', 'trademark global', 'writeright', 'generic']"
1826,1954,dell piano black inspiron 620 i620-9994nbk desktop pc bundle with intel core i5-2310 processor 1tb hard drive 24 lcd monitor and windows 7 home premium,desktop computers,dell,dell inspiron 620,798.0,"{'title': 'dell piano black inspiron 620 i620-9994nbk desktop pc bundle with intel core i5-2310 processor 1tb hard drive 24 lcd monitor and windows 7 home premium', 'category': 'desktop computers', 'brand': 'dell', 'modelno': 'dell inspiron 620', 'price': 798.0}","['laptop computers', 'software', 'desktop computers', 'monitors', 'computers']","['lenovo', 'dell', 'compaq', 'microsoft', 'acer']"
1386,1450,visual land v-touch pro 4gb flash portable media player white,mp3,visual land,me965l4gbwht,49.0,"{'title': 'visual land v-touch pro 4gb flash portable media player white', 'category': 'mp3', 'brand': 'visual land', 'modelno': 'me965l4gbwht', 'price': 49.0}","['dvd players', 'television', 'software', 'portable audio', 'mp3']","['avid technology', 'visual land', 'encore', 'topics ent', 'viewsonic']"
2270,2401,amzer luxe argyle high-gloss skin case for samsung galaxy smoke gray,electronics - general,amzer,89721,14.88,"{'title': 'amzer luxe argyle high-gloss skin case for samsung galaxy smoke gray', 'category': 'electronics - general', 'brand': 'amzer', 'modelno': '89721', 'price': 14.88}","['automotive - general', 'portable audio', 'electronics - general', 'photography - general', 'mp3 accessories']","['razer', 'amd', 'ambir', 'amzer', 'msi']"
1466,1532,da-lite high power model b manual screen with csr - 60 x 80 video format,electronics - general,,85319,369.99,"{'title': 'da-lite high power model b manual screen with csr - 60 x 80 video format', 'category': 'electronics - general', 'modelno': '85319', 'price': 369.99}","['electronics - general', 'automotive - general', 'monitors', 'memory', 'computers']","['amd', 'roocase', 'draper', 'da-lite', 'case logic']"
833,866,ge rca extension adapter 2pk,tv accessories,general electric,32630,0.0,"{'title': 'ge rca extension adapter 2pk', 'category': 'tv accessories', 'brand': 'general electric', 'modelno': '32630', 'price': 0.0}","['television', 'electronics : flat panel tv', 'stereos/audio', 'electronics - general', 'tv accessories']","['lg', 'ge', 'general electric', 'rca', 'vizio']"
2189,2319,startech.com pyo3sata 4in sata power y splitter adapter cable,electronics - general,startech,pyo3sata,8.88,"{'title': 'startech.com pyo3sata 4in sata power y splitter adapter cable', 'category': 'electronics - general', 'brand': 'startech', 'modelno': 'pyo3sata', 'price': 8.88}","['automotive - general', 'printers', 'networking', 'computers', 'electronics - general']","['roocase', 'wintec', 'endust', 'startech', 'vtech']"
1451,1517,solo 17 rolling laptop case,electronics - general,solo,pt1364,89.88,"{'title': 'solo 17 rolling laptop case', 'category': 'electronics - general', 'brand': 'solo', 'modelno': 'pt1364', 'price': 89.88}","['personal care', 'computers', 'electronics - general', 'mp3 accessories', 'portable audio']","['fellowes', 'simplism', 'quartet', 'solo', 'encore']"
1457,1523,maxell jelleez ear buds pink,electronics - general,maxell,eb-pk,7.01,"{'title': 'maxell jelleez ear buds pink', 'category': 'electronics - general', 'brand': 'maxell', 'modelno': 'eb-pk', 'price': 7.01}","['portable audio', 'toys - general', 'mp3 accessories', 'mp3', 'electronics - general']","['max', 'maxell', 'topics ent', 'samsill', 'case logic']"
1923,2053,samsung 1gb ddr2 sdram desktop memory module,memory,samsung,mv-2v1g4 / us,22.88,"{'title': 'samsung 1gb ddr2 sdram desktop memory module', 'category': 'memory', 'brand': 'samsung', 'modelno': 'mv-2v1g4 / us', 'price': 22.88}","['memory', 'hard drives', 'usb drives', 'computers', 'television']","['samsung', 'kingston', 'ibm', 'vivitar', 'ep memory']"
351,355,jwin mega bass pro headphones,electronics - general,jwin,ihp605blk,37.88,"{'title': 'jwin mega bass pro headphones', 'category': 'electronics - general', 'brand': 'jwin', 'modelno': 'ihp605blk', 'price': 37.88}","['electronics - general', 'mp3', 'portable audio', 'stereos/audio', 'mp3 accessories']","['kingwin', 'jwin', 'iluv', 'pny', 'jvc']"
141,142,cyberpower 1030ht home theater surge protector,electronics - general,cyberpower,1030ht,69.88,"{'title': 'cyberpower 1030ht home theater surge protector', 'category': 'electronics - general', 'brand': 'cyberpower', 'modelno': '1030ht', 'price': 69.88}","['computers', 'electronics - general', 'hard drives', 'memory', 'networking']","['power mate', 'cyber acoustics', 'thermaltake', 'penpower', 'cyberpower']"
240,242,post-it notes original notes canary yellow,stationery & office machinery,post-it,659yw,45.0,"{'title': 'post-it notes original notes canary yellow', 'category': 'stationery & office machinery', 'brand': 'post-it', 'modelno': '659yw', 'price': 45.0}","['electronics - general', 'stationery & office machinery', 'computers', 'portable audio', 'handbags']","['generic', 'post-it', 'sharpie', 'paper mate', 'simplism']"
1207,1259,everki commute 18.4 laptop sleeve with memory foam ekf808s18,electronics - general,everki,everki ekf808s18,39.0,"{'title': 'everki commute 18.4 laptop sleeve with memory foam ekf808s18', 'category': 'electronics - general', 'brand': 'everki', 'modelno': 'everki ekf808s18', 'price': 39.0}","['automotive - general', 'mp3 accessories', 'electronics - general', 'handbags', 'computers']","['generic', 'eveready', 'aiptek', 'everki', 'mukii']"
1687,1806,energizer lithium aaa battery,electronics - general,energizer,ea92bp-8,21.0,"{'title': 'energizer lithium aaa battery', 'category': 'electronics - general', 'brand': 'energizer', 'modelno': 'ea92bp-8', 'price': 21.0}","['computers', 'software', 'mp3', 'memory', 'electronics - general']","['energizer', 'cyberpower', 'vivitar', 'ergotron', 'duracell']"
2332,2465,transcend storejet 25d2 500gb external hard drive white,hard drives,transcend,ts500gsj25d2-w,70.88,"{'title': 'transcend storejet 25d2 500gb external hard drive white', 'category': 'hard drives', 'brand': 'transcend', 'modelno': 'ts500gsj25d2-w', 'price': 70.88}","['hard drives', 'usb drives', 'storage', 'computers', 'software']","['transcend', 'tp link', 'everest', 'intuit', 'ultralast']"
539,555,da-lite radio frequency wireless remote for horizon,electronics - general,da-lite,85566,629.99,"{'title': 'da-lite radio frequency wireless remote for horizon', 'category': 'electronics - general', 'brand': 'da-lite', 'modelno': '85566', 'price': 629.99}","['automotive - general', 'electronics - general', 'stereos/audio', 'computers', 'television']","['digital innovations', 'da-lite', 'case logic', 'draper', 'general electric']"
1530,1598,avery 1 hanging file poly ring binder,stationery & office machinery,,14801,7.24,"{'title': 'avery 1 hanging file poly ring binder', 'category': 'stationery & office machinery', 'modelno': '14801', 'price': 7.24}","['handbags', 'mice', 'art & craft supplies', 'accessories apparel', 'stationery & office machinery']","['sharpie', 'avery', 'stanley', 'generic', 'avery personal creations']"
604,621,zotac geforce gt430 1gb ddr3 pci-express 2.0 graphics card,,zotac,zt-40604-10l,88.88,"{'title': 'zotac geforce gt430 1gb ddr3 pci-express 2.0 graphics card', 'brand': 'zotac', 'modelno': 'zt-40604-10l', 'price': 88.88}","['electronics - general', 'automotive - general', 'printers', 'photography - general', 'toys - general']","['ati', 'vantec', 'general tools', 'evga', 'amd']"
474,487,draper glass beaded access multiview series e - hdtv to ntsc 133 diagonal,,draper,106012,2077.45,"{'title': 'draper glass beaded access multiview series e - hdtv to ntsc 133 diagonal', 'brand': 'draper', 'modelno': '106012', 'price': 2077.45}","['electronics : flat panel tv', 'electronics - general', 'television', 'tv accessories', 'video receiving & installation']","['draper', 'vizio', 'rca', 'lg', 'jvc']"
1858,1988,stanley bostitch 00540 antijam extra heavy-duty stapler 215-sheet capacity black,stationery & office machinery,stanley bostitch,540,65.0,"{'title': 'stanley bostitch 00540 antijam extra heavy-duty stapler 215-sheet capacity black', 'category': 'stationery & office machinery', 'brand': 'stanley bostitch', 'modelno': '540', 'price': 65.0}","['home care', 'hand tools', 'mice', 'rugs', 'stationery & office machinery']","['avery', 'sharpie', 'stanley bostitch', 'stanley', 'avery personal creations']"
892,927,sony xplod cdx-gt35uw car cd receiver,car stereos,sony,cdx-gt35uw,95.0,"{'title': 'sony xplod cdx-gt35uw car cd receiver', 'category': 'car stereos', 'brand': 'sony', 'modelno': 'cdx-gt35uw', 'price': 95.0}","['car stereos', 'mp3 accessories', 'ipod', 'portable audio', 'mp3']","['xfx', 'digipower', 'arkon', 'philips', 'sony']"
216,218,griffin technology outfit gloss ipod touch 4g black,mp3 accessories,griffin technology,gb01967,24.99,"{'title': 'griffin technology outfit gloss ipod touch 4g black', 'category': 'mp3 accessories', 'brand': 'griffin technology', 'modelno': 'gb01967', 'price': 24.99}","['mp3 accessories', 'mp3', 'portable audio', 'ipod', 'electronics - general']","['griffin technology', 'griffin', 'arkon', 'speck', 'diamond multimedia']"
1446,1512,uniden d1680 dect 6.0 with caller id and call waiting,electronics - general,uniden,d1680,33.84,"{'title': 'uniden d1680 dect 6.0 with caller id and call waiting', 'category': 'electronics - general', 'brand': 'uniden', 'modelno': 'd1680', 'price': 33.84}","['electronics - general', 'phones', 'computers', 'walkie-talkie/frs', 'automotive - general']","['general electric', 'generic', 'cyber acoustics', 'uniden', 'rf link']"
2022,2152,d-link airpremier n dual band poe access point,networking,d-link,dap-2590,318.0,"{'title': 'd-link airpremier n dual band poe access point', 'category': 'networking', 'brand': 'd-link', 'modelno': 'dap-2590', 'price': 318.0}","['prepaid wireless phones', 'computers', 'networking', 'hard drives', 'electronics - general']","['interlink', 'link depot', 'd-link', 'tp link', 'rf link']"
1777,1905,ocz technology 110gb revodrive pci express solid state drive,hard drives,ocz technologies,oczssdpx1rvd110,429.99,"{'title': 'ocz technology 110gb revodrive pci express solid state drive', 'category': 'hard drives', 'brand': 'ocz technologies', 'modelno': 'oczssdpx1rvd110', 'price': 429.99}","['desktop computers', 'usb drives', 'electronics - general', 'memory', 'hard drives']","['nzxt', 'edge tech', 'ocz technologies', 'vaultz', 'crucial technology']"
228,230,startech.com slsataf20 20in slimline sata male to sata cable,electronics - general,startech,slsataf20,9.88,"{'title': 'startech.com slsataf20 20in slimline sata male to sata cable', 'category': 'electronics - general', 'brand': 'startech', 'modelno': 'slsataf20', 'price': 9.88}","['electronics - general', 'networking', 'printers', 'hard drives', 'automotive - general']","['roocase', 'startech', 'endust', 'vtech', 'wintec']"
2221,2352,edge 4gb 1x4gb pc25300 ecc 240 pin fully buffered dimm dr x4,memory,edge,pe209896,132.82,"{'title': 'edge 4gb 1x4gb pc25300 ecc 240 pin fully buffered dimm dr x4', 'category': 'memory', 'brand': 'edge', 'modelno': 'pe209896', 'price': 132.82}","['computers', 'networking', 'hard drives', 'memory', 'usb drives']","['edge', 'kingston', 'mobile edge', 'edge tech', 'ep memory']"
1303,1361,lg 23 led tv monitor m2380d black,electronics - general,lg,m2380d,349.0,"{'title': 'lg 23 led tv monitor m2380d black', 'category': 'electronics - general', 'brand': 'lg', 'modelno': 'm2380d', 'price': 349.0}","['television', 'post-paid cellphones', 'electronics : flat panel tv', 'electronics - general', 'prepaid wireless phones']","['vizio', 'samsung', 'lenovo', 'lg', 'kenwood']"
1302,1360,iluv portfolio case stand for ipad 2 black,mp3 accessories,iluv,icc816blk,35.88,"{'title': 'iluv portfolio case stand for ipad 2 black', 'category': 'mp3 accessories', 'brand': 'iluv', 'modelno': 'icc816blk', 'price': 35.88}","['software', 'stationery & office machinery', 'mp3', 'mp3 accessories', 'portable audio']","['simplism', 'iluv', 'writeright', 'topics ent', 'ilive']"
1161,1210,verbatim 10-pack 50gb 6x blu-ray double layer recordable disc,,verbatim,97335,94.88,"{'title': 'verbatim 10-pack 50gb 6x blu-ray double layer recordable disc', 'brand': 'verbatim', 'modelno': '97335', 'price': 94.88}","['mp3 accessories', 'usb drives', 'mp3', 'hard drives', 'dvd accessories']","['lexar media', 'avid technology', 'memorex', 'verbatim', 'ep memory']"
957,995,dicota dee bacpac green,mp3 accessories,dicota,n25938p,60.09,"{'title': 'dicota dee bacpac green', 'category': 'mp3 accessories', 'brand': 'dicota', 'modelno': 'n25938p', 'price': 60.09}","['portable audio', 'mp3', 'ipod', 'mp3 accessories', 'stereos/audio']","['speck', 'tdk', 'dicota', 'dj tech', 'dp video']"
2313,2445,hello kitty sms text messenger,toys - games,sakar,79009,19.11,"{'title': 'hello kitty sms text messenger', 'category': 'toys - games', 'brand': 'sakar', 'modelno': '79009', 'price': 19.11}","['mp3', 'toys - learning systems', 'toys - games', 'dvd players', 'toys - general']","['sakar', 'generic', 'sanyo', 'speck', 'topics ent']"
766,794,pc treasures retractable mighty mini mouse navy,mice,pc treasures,07221,9.88,"{'title': 'pc treasures retractable mighty mini mouse navy', 'category': 'mice', 'brand': 'pc treasures', 'modelno': '07221', 'price': 9.88}","['software', 'mice', 'desktop computers', 'computers', 'fish finder']","['pc treasures', 'encore software', 'pc pitstop', 'encore', 'microsoft']"
1403,1469,whistler rlc-360 gps module,electronics - general,whistler,rlc-360,62.88,"{'title': 'whistler rlc-360 gps module', 'category': 'electronics - general', 'brand': 'whistler', 'modelno': 'rlc-360', 'price': 62.88}","['automotive - general', 'photography - general', 'car stereos', 'mp3 accessories', 'electronics - general']","['whistler', 'philips', 'nec', 'visioneer', 'vantec']"
832,864,fellowes office suites monitor riser 8031101,electronics - general,fellowes,8031101,38.88,"{'title': 'fellowes office suites monitor riser 8031101', 'category': 'electronics - general', 'brand': 'fellowes', 'modelno': '8031101', 'price': 38.88}","['computers', 'monitors', 'electronics - general', 'memory', 'stationery & office machinery']","['oxford', 'officemate', 'ibm', 'fellowes', 'eveready']"
1117,1164,da-lite pixmate 22 x 32 height adjustable shelf high television cart 50 - 54,electronics - general,da-lite,4774,208.99,"{'title': 'da-lite pixmate 22 x 32 height adjustable shelf high television cart 50 - 54', 'category': 'electronics - general', 'brand': 'da-lite', 'modelno': '4774', 'price': 208.99}","['automotive - general', 'memory', 'electronics - general', 'photography - general', 'computers']","['amd', 'da-lite', 'roocase', 'draper', 'case logic']"
2174,2304,samsung 1gb ddr2 sdram desktop memory module,memory,,mv-2s1g4 / us,22.88,"{'title': 'samsung 1gb ddr2 sdram desktop memory module', 'category': 'memory', 'modelno': 'mv-2s1g4 / us', 'price': 22.88}","['monitors', 'memory', 'post-paid cellphones', 'satellite radio', 'television']","['samsung', 'koss', 'kingston', 'msi', 'asus']"
185,187,kingston valueram 2gb ddr3 sdram desktop memory module,memory,kingston,kvr1333d3ls4r9s/2g,63.88,"{'title': 'kingston valueram 2gb ddr3 sdram desktop memory module', 'category': 'memory', 'brand': 'kingston', 'modelno': 'kvr1333d3ls4r9s/2g', 'price': 63.88}","['television', 'usb drives', 'memory', 'computers', 'hard drives']","['kingston', 'ep memory', 'vivitar', 'generic', 'syba multimedia']"
2146,2276,lorex lne1001 easy connect network ip camera,computers,lorex,,121.84,"{'title': 'lorex lne1001 easy connect network ip camera', 'category': 'computers', 'brand': 'lorex', 'price': 121.84}","['garden - general', 'networking', 'television', 'software', 'computers']","['avanquest', 'trendnet', 'apricorn', 'lorex', 'webroot']"
1197,1247,targus universal usb car charger,,targus,apd0401us,31.88,"{'title': 'targus universal usb car charger', 'brand': 'targus', 'modelno': 'apd0401us', 'price': 31.88}","['mp3 accessories', 'phone accessories', 'usb drives', 'electronics - general', 'dvd accessories']","['targus', 'zagg', 'cables to go', 'cables unlimited', 'case logic']"
1892,2022,pc tools spyware doctor 2011 1year user 3 pcs for pc,software,symantec,21072828,17.82,"{'title': 'pc tools spyware doctor 2011 1year user 3 pcs for pc', 'category': 'software', 'brand': 'symantec', 'modelno': '21072828', 'price': 17.82}","['computers', 'hard drives', 'hand tools', 'software', 'mice']","['pc treasures', 'symantec', 'avanquest', 'pc pitstop', 'general tools']"
63,64,los angeles lakers iphone 3g duo case,electronics - general,tribeca,fva4005,24.99,"{'title': 'los angeles lakers iphone 3g duo case', 'category': 'electronics - general', 'brand': 'tribeca', 'modelno': 'fva4005', 'price': 24.99}","['mice', 'handbags', 'tv accessories', 'electronics - general', 'accessories apparel']","['tribeca', 'rca', 'team pro mark', 'boise', 'lg']"
304,306,boss audio ch6ck - chaos extreme 350 watt 6.5 component car speakers - pair,car stereos,boss,,43.0,"{'title': 'boss audio ch6ck - chaos extreme 350 watt 6.5 component car speakers - pair', 'category': 'car stereos', 'brand': 'boss', 'price': 43.0}","['automotive - general', 'car stereos', 'mp3', 'portable audio', 'walkie-talkie/frs']","['gear head', 'boss', 'genius', 'dj tech', 'amp energy']"
2051,2181,rubbermaid commercial blue untouchable recycling tops,storage,rubbermaid commercial,269100be,30.97,"{'title': 'rubbermaid commercial blue untouchable recycling tops', 'category': 'storage', 'brand': 'rubbermaid commercial', 'modelno': '269100be', 'price': 30.97}","['stationery & office machinery', 'storage', 'soi items - grocery hba pets', 'garden - general', 'home care']","['national products ltd.', 'redi-tag corporation', 'rubbermaid', 'generic', 'rubbermaid commercial']"
