,0,1,2
10,"COL article_title VAL Long-term effects of spontaneous breathing during ventilatory support in patients with acute lung injury COL article_language VAL English; ABSTRACT LANGUAGE:English COL journal_title VAL American journal of respiratory and critical care medicine COL jounral_abbreviation VAL  COL journal_issn VAL  COL article_jvolumn VAL 164 COL article_jissue VAL 1 COL article_jcreated_at VAL 1/1/07 COL article_pagination VAL 43-49 COL author_list VAL {""St_ber F"",""Mutz N"",""Wrigge H"",""Putensen C"",""Zinserling J"",""Zech S"",""Von Spiegel T""} ","COL author_list VAL {""St_ber F"",""Mutz N"",""Wrigge H"",""Putensen C"",""Zinserling J"",""Zech S"",""Von Spiegel T""} ",0
11,"COL article_title VAL Awareness of deficits and on-road driving performance COL article_language VAL English COL journal_title VAL Clinical Neuropsychologist COL jounral_abbreviation VAL  COL journal_issn VAL 1385-4046 COL article_jvolumn VAL 25 COL article_jissue VAL 7 COL article_jcreated_at VAL 1/11/01 COL article_pagination VAL 1158-78 COL author_list VAL {""L. J. Rapport"",""J. A. Griffen"",""L. A. Bieliauskas"",""C. Burt"",""R. C. Bryer""} ",COL article_jcreated_at VAL 1/11/01 ,0
12,"COL article_title VAL A comparative evaluation of two head and neck immobilization devices using electronic portal imaging COL article_language VAL  COL journal_title VAL The British journal of radiology COL jounral_abbreviation VAL  COL journal_issn VAL  COL article_jvolumn VAL 79 COL article_jissue VAL 938 COL article_jcreated_at VAL 1/6/01 COL article_pagination VAL 158-61 COL author_list VAL {""K. Fleming"",""K. Donato"",""K. Leszczynski""} ",COL article_jcreated_at VAL 1/6/01 ,0
13,"COL article_title VAL Disparities in childhood asthma hospitalizations: A spatial analysis of contextual effects COL article_language VAL  COL journal_title VAL Transportation Research Part D-Transport and Environment COL jounral_abbreviation VAL  COL journal_issn VAL 1361-9209 COL article_jvolumn VAL 14 COL article_jissue VAL 5 COL article_jcreated_at VAL 1/9/01 COL article_pagination VAL 317-325 COL author_list VAL {""J. L. Li"",""P. Newcomb""} ",COL article_jcreated_at VAL 1/9/01 ,0
14,"COL article_title VAL Local anaesthetic wound infiltration used for caesarean section pain relief: a     meta-analysis COL article_language VAL English COL journal_title VAL International journal of clinical and experimental medicine COL jounral_abbreviation VAL Int J Clin Exp Med COL journal_issn VAL 1940-5901 COL article_jvolumn VAL 8 COL article_jissue VAL 6 COL article_jcreated_at VAL 1/15/01 COL article_pagination VAL 10213-10224 COL author_list VAL {""Yang M"",""Li J"",""Li Y"",""Zhou M"",""Yang H"",""Shi X"",""Li X"",""Yuan H""} ",COL article_jcreated_at VAL 1/15/01 ,0
15,"COL article_title VAL Smoking is accompanied by a suppressed cervical nitric oxide release in women with high-risk human papillomavirus infection COL article_language VAL eng COL journal_title VAL Acta Obstet Gynecol Scand COL jounral_abbreviation VAL Acta obstetricia et gynecologica Scandinavica COL journal_issn VAL 0001-6349 (Print) 0001-6349 COL article_jvolumn VAL 92 COL article_jissue VAL 6 COL article_jcreated_at VAL 1/13/01 COL article_pagination VAL 711-5 COL author_list VAL {""T. S. Mikkola"",""S. Vuorento"",""O. Ylikorkala"",""M. Vaisanen-Tommiska"",""P. Rahkola-Soisalo""} ",COL article_jcreated_at VAL 1/13/01 ,0
16,"COL article_title VAL Imaging of scar in patients with ventricular arrhythmias of right ventricular origin: Cardiac magnetic resonance versus electroanatomic mapping COL article_language VAL  COL journal_title VAL Heart Rhythm COL jounral_abbreviation VAL  COL journal_issn VAL 1547-5271 COL article_jvolumn VAL 8 COL article_jissue VAL 5 COL article_jcreated_at VAL 1/11/01 COL article_pagination VAL S40 COL author_list VAL {""C. Hamilton-Craig"",""S. Bartoletti"",""M. Casella"",""F. Perna"",""M. L. Narducci"",""P. Santangeli"",""F. Pintus"",""A. Natale"",""A. Dello Russo"",""G. Pelargonio"",""G. Bencardino"",""J. D. Burkhardt"",""F. Bellocci"",""L. Di Biase""} ",COL article_jcreated_at VAL 1/11/01 ,0
17,"COL article_title VAL Monoaxial versus polyaxial locking systems: a biomechanical analysis of different locking systems for the fixation of proximal humeral fractures COL article_language VAL eng COL journal_title VAL  COL jounral_abbreviation VAL  COL journal_issn VAL  COL article_jvolumn VAL 35 COL article_jissue VAL 8 COL article_jcreated_at VAL 1/11/01 COL article_pagination VAL 1245-50 COL author_list VAL {""T. Topp"",""C. Kuhne"",""S. Ruchholtz"",""U. Lewan"",""A. Kruger"",""T. Muller"",""R. Zettl""} ",COL article_jcreated_at VAL 1/11/01 ,0
18,"COL article_title VAL Latex allergy in atopic children. COL article_language VAL eng COL journal_title VAL British Journal of Dermatology.  COL jounral_abbreviation VAL  COL journal_issn VAL 0007-0963 COL article_jvolumn VAL 140 COL article_jissue VAL 5 COL article_jcreated_at VAL 1/9/05 COL article_pagination VAL 919-21 COL author_list VAL {""R S Lever"",""S A Holme""} ",COL article_jcreated_at VAL 1/9/05 ,1
19,"COL article_title VAL A randomized controlled trial of Tai chi for balance, sleep quality and cognitive performance in elderly Vietnamese. COL article_language VAL eng COL journal_title VAL Clinical Interventions In Aging COL jounral_abbreviation VAL Clin Interv Aging COL journal_issn VAL 1178-1998 COL article_jvolumn VAL 7 COL article_jissue VAL -1 COL article_jcreated_at VAL 1/12/01 COL article_pagination VAL 185-90 COL author_list VAL {""Andreas Kruse"",""Manh Hung Nguyen""} ",COL article_jissue VAL -1 ,0
20,"COL article_title VAL A randomized controlled trial of Tai chi for balance, sleep quality and cognitive performance in elderly Vietnamese. COL article_language VAL eng COL journal_title VAL Clinical Interventions In Aging COL jounral_abbreviation VAL Clin Interv Aging COL journal_issn VAL 1178-1998 COL article_jvolumn VAL 7 COL article_jissue VAL -1 COL article_jcreated_at VAL 1/12/01 COL article_pagination VAL 185-90 COL author_list VAL {""Andreas Kruse"",""Manh Hung Nguyen""} ",COL article_jcreated_at VAL 1/12/01 ,0
21,"COL article_title VAL Multisystemic Therapy for social, emotional, and behavioral problems in youth aged 10-17 COL article_language VAL eng COL journal_title VAL Cochrane Database Syst Rev COL jounral_abbreviation VAL  COL journal_issn VAL 1469-493X COL article_jvolumn VAL 0 COL article_jissue VAL 4 COL article_jcreated_at VAL 1/5/01 COL article_pagination VAL Cd004797 COL author_list VAL {""J. H. Littell"",""M. Popa"",""B. Forsythe""} ",COL article_jcreated_at VAL 1/5/01 ,0
22,"COL article_title VAL Haemodynamic ischaemia in paediatric moyamoya disease associated with renovascular hypertension. COL article_language VAL eng COL journal_title VAL Acta Neurochirurgica COL jounral_abbreviation VAL  COL journal_issn VAL Jan-68 COL article_jvolumn VAL 139 COL article_jissue VAL 3 COL article_jcreated_at VAL 1/1/07 COL article_pagination VAL 257-8 COL author_list VAL {""Y Takagi"",""N Hashimoto"",""Y Goto""} ",COL journal_issn VAL Jan-68 ,0
23,"COL article_title VAL Haemodynamic ischaemia in paediatric moyamoya disease associated with renovascular hypertension. COL article_language VAL eng COL journal_title VAL Acta Neurochirurgica COL jounral_abbreviation VAL  COL journal_issn VAL Jan-68 COL article_jvolumn VAL 139 COL article_jissue VAL 3 COL article_jcreated_at VAL 1/1/07 COL article_pagination VAL 257-8 COL author_list VAL {""Y Takagi"",""N Hashimoto"",""Y Goto""} ",COL article_jcreated_at VAL 1/1/07 ,1
24,"COL article_title VAL Effect of pedaling technique on mechanical effectiveness and efficiency in cyclists. COL article_language VAL eng COL journal_title VAL Medicine and science in sports and exercise COL jounral_abbreviation VAL Med Sci Sports Exerc COL journal_issn VAL 0195-9131 COL article_jvolumn VAL 39 COL article_jissue VAL 6 COL article_jcreated_at VAL 1/7/06 COL article_pagination VAL 991-5 COL author_list VAL {""James C Martin"",""Ian Mayhew"",""Lee M Romer"",""Thomas Korff""} ",COL article_jcreated_at VAL 1/7/06 ,0
25,"COL article_title VAL Lycopene metabolite, apo-10'-lycopenoic acid, inhibits diethylnitrosamine-initiated, high fat diet-promoted hepatic inflammation and tumorigenesis in mice. COL article_language VAL eng COL journal_title VAL Cancer prevention research (Philadelphia, Pa.) COL jounral_abbreviation VAL Cancer Prev Res (Phila) COL journal_issn VAL 1940-6215 COL article_jvolumn VAL 6 COL article_jissue VAL 12 COL article_jcreated_at VAL 1/13/12 COL article_pagination VAL 1304-16 COL author_list VAL {""Lynne M Ausman"",""Martin S Obin"",""Xiang-Dong Wang"",""Chun Liu"",""Blanche C Ip"",""Donald E Smith"",""Kang-Quan Hu""} ",COL article_jcreated_at VAL 1/13/12 ,0
26,"COL article_title VAL A performance improvement process to tackle tachysystole COL article_language VAL English COL journal_title VAL  COL jounral_abbreviation VAL  COL journal_issn VAL  COL article_jvolumn VAL 40 COL article_jissue VAL 0 COL article_jcreated_at VAL 1/11/01 COL article_pagination VAL 512-9 ST  - A performance improvement process to tackle tachysystole- COL author_list VAL {""V. E. CN  - medline DA  - Sep-Oct DB  - MEDLINE DO  - http://dx.doi.org/10.1111/j.1552-6909.2011.01275.x DP  - Ovid Technologies von Gruenigen"",""A. M. Burkett"",""J. Doyle"",""T. H. Kenny""} ",COL article_jcreated_at VAL 1/11/01 ,0
27,"COL article_title VAL Osteoid osteoma treated by percutaneous thermal ablation: when do we fail? A systematic review and guidelines for future reporting. COL article_language VAL eng COL journal_title VAL Cardiovascular and interventional radiology COL jounral_abbreviation VAL Cardiovasc Intervent Radiol COL journal_issn VAL 1432-086X COL article_jvolumn VAL 37 COL article_jissue VAL 6 COL article_jcreated_at VAL 1/14/12 COL article_pagination VAL 1530-9 COL author_list VAL {""Luca Maria Sconfienza"",""Ezio Lanza"",""Gianpaolo Cornalba"",""Dario Poretti"",""Catherine Cyteval"",""Pierre Viala"",""Francesco Sardanelli"",""Yann Thouvenin""} ",COL article_jcreated_at VAL 1/14/12 ,0
28,"COL article_title VAL Serum MMPs 7-9 and their inhibitors during glucocorticoid and anti-TNF-alpha therapy in pediatric inflammatory bowel disease COL article_language VAL  COL journal_title VAL Scandinavian Journal of Gastroenterology COL jounral_abbreviation VAL  COL journal_issn VAL  COL article_jvolumn VAL 47 COL article_jissue VAL 7 COL article_jcreated_at VAL 1/12/01 COL article_pagination VAL 785-794 COL author_list VAL {""Kaija Leena Kolho"",""Hanne Rintamaki"",""Taina Tervahartiala"",""Timo Sorsa"",""Laura Makitalo""} ",COL article_jcreated_at VAL 1/12/01 ,0
29,"COL article_title VAL Examining waiting placement in hospital: utilization and the lived experience. COL article_language VAL eng COL journal_title VAL Global journal of health science COL jounral_abbreviation VAL Glob J Health Sci COL journal_issn VAL 1916-9736 COL article_jvolumn VAL 6 COL article_jissue VAL 2 COL article_jcreated_at VAL 1/14/03 COL article_pagination VAL Dec-22 COL author_list VAL {""Donna M Wilson"",""Jessica A Hewitt"",""Ralph Magnus"",""Jill Vihos"",""Karen Peterson"",""Nancy Barnes""} ",COL article_jcreated_at VAL 1/14/03 ,0
30,"COL article_title VAL Examining waiting placement in hospital: utilization and the lived experience. COL article_language VAL eng COL journal_title VAL Global journal of health science COL jounral_abbreviation VAL Glob J Health Sci COL journal_issn VAL 1916-9736 COL article_jvolumn VAL 6 COL article_jissue VAL 2 COL article_jcreated_at VAL 1/14/03 COL article_pagination VAL Dec-22 COL author_list VAL {""Donna M Wilson"",""Jessica A Hewitt"",""Ralph Magnus"",""Jill Vihos"",""Karen Peterson"",""Nancy Barnes""} ",COL article_pagination VAL Dec-22 ,1
31,"COL article_title VAL A prospective observational study of obesity, body composition, and insulin resistance in 18 women with bipolar disorder and 17 matched control subjects. COL article_language VAL eng COL journal_title VAL The Journal of clinical psychiatry COL jounral_abbreviation VAL J Clin Psychiatry COL journal_issn VAL 1555-2101 COL article_jvolumn VAL 69 COL article_jissue VAL 12 COL article_jcreated_at VAL 1/8/12 COL article_pagination VAL 1892-900 COL author_list VAL {""Isabella Soreca"",""Andrea Fagiolini"",""David J Kupfer"",""Bret H Goodpaster"",""Sara B Fleet-Michaliszyn"",""Amy D Otto"",""John M Jakicic""} ",COL article_jcreated_at VAL 1/8/12 ,0
32,"COL article_title VAL Diminished A-cell secretion in the early phase of type I diabetes mellitus COL article_language VAL English COL journal_title VAL Metabolism: Clinical and Experimental COL jounral_abbreviation VAL  COL journal_issn VAL  COL article_jvolumn VAL 35 COL article_jissue VAL 11 COL article_jcreated_at VAL 1/8/01 COL article_pagination VAL 1074-1077 COL author_list VAL {""S. Srikanta"",""O. P. Ganda"",""R. E. Gleason""} ",COL article_jcreated_at VAL 1/8/01 ,1
33,"COL article_title VAL Strong stability and host specific bacterial community in faeces of ponies. COL article_language VAL eng COL journal_title VAL PLoS One COL jounral_abbreviation VAL PloS one COL journal_issn VAL 1932-6203 COL article_jvolumn VAL 8 COL article_jissue VAL 9 COL article_jcreated_at VAL 1/13/01 COL article_pagination VAL e75079 COL author_list VAL {""Tina M Blackmore"",""Kirsty Dougal"",""Hilary J Worgan"",""Eric Pinloche"",""Gemma Curtis"",""C Jamie Newbold"",""Neil R McEwan"",""Susan E Girdwood"",""Pat A Harris"",""Caroline McG Argo"",""Alex Dugdale""} ",COL article_jcreated_at VAL 1/13/01 ,0
34,"COL article_title VAL Responses to open peer commentaries on ""the subjective brain, identity, and neuroethics"" COL article_language VAL English COL journal_title VAL American Journal of Bioethics COL jounral_abbreviation VAL  COL journal_issn VAL 15265161 (ISSN) COL article_jvolumn VAL 9 COL article_jissue VAL 9 COL article_jcreated_at VAL 1/9/01 COL article_pagination VAL W1-W4 COL author_list VAL {""G.R. Gillett""} ",COL article_jcreated_at VAL 1/9/01 ,0
35,"COL article_title VAL [A case of giant Brunner's gland hyperplasia combined with adenomyomatous hyperplasia]. COL article_language VAL kor COL journal_title VAL The Korean journal of gastroenterology = Taehan Sohwagi Hakhoe chi COL jounral_abbreviation VAL Korean J Gastroenterol COL journal_issn VAL 1598-9992 COL article_jvolumn VAL 52 COL article_jissue VAL 6 COL article_jcreated_at VAL 1/8/12 COL article_pagination VAL 384-8 COL author_list VAL {""Seung Woo Park"",""Jae Bock Chung"",""Sang Kyum Kim"",""Si Young Song"",""Joo Won Chung"",""Ho Keun Kim"",""Joo Hee Seo"",""Seungmin Bang""} ",COL article_jcreated_at VAL 1/8/12 ,0
36,"COL article_title VAL Efficacy and safety of the low-molecular weight heparin enoxaparin compared with unfractionated heparin across the acute coronary syndrome spectrum: a meta-analysis. COL article_language VAL eng COL journal_title VAL Eur. Heart J. COL jounral_abbreviation VAL  COL journal_issn VAL 0195-668X COL article_jvolumn VAL 28 COL article_jissue VAL 17 COL article_jcreated_at VAL 1/7/09 COL article_pagination VAL 2077-86 COL author_list VAL {""Carolyn H McCabe"",""Shaun G Goodman"",""Frans Van de Werf"",""David A Morrow"",""Elliott M Antman"",""Eugene Braunwald"",""Kenneth W Mahaffey"",""Marc Cohen"",""Ian B Menown"",""Sabina A Murphy"",""Charles Michael Gibson""} ",COL article_jcreated_at VAL 1/7/09 ,0
37,"COL article_title VAL Optimal Starting Age for School Attendance: FY76 Issue Analysis COL article_language VAL English COL journal_title VAL  COL jounral_abbreviation VAL  COL journal_issn VAL  COL article_jvolumn VAL 0 COL article_jissue VAL 0 COL article_jcreated_at VAL 1/7/44 COL article_pagination VAL 46 COL author_list VAL {""Marilou Madden""} ",COL article_jcreated_at VAL 1/7/44 ,1
38,"COL article_title VAL Bone density and body composition in young women with chronic fatigue syndrome. COL article_language VAL eng COL journal_title VAL Neuroprotective Agents COL jounral_abbreviation VAL  COL journal_issn VAL 0077-8923 COL article_jvolumn VAL 904 COL article_jissue VAL -1 COL article_jcreated_at VAL 1/5/00 COL article_pagination VAL 625-7 COL author_list VAL {""F Gates"",""P Clifton-Bligh"",""G Fulcher"",""L Hoskin"",""R Hansen""} ",COL article_jissue VAL -1 ,0
39,"COL article_title VAL Bone density and body composition in young women with chronic fatigue syndrome. COL article_language VAL eng COL journal_title VAL Neuroprotective Agents COL jounral_abbreviation VAL  COL journal_issn VAL 0077-8923 COL article_jvolumn VAL 904 COL article_jissue VAL -1 COL article_jcreated_at VAL 1/5/00 COL article_pagination VAL 625-7 COL author_list VAL {""F Gates"",""P Clifton-Bligh"",""G Fulcher"",""L Hoskin"",""R Hansen""} ",COL article_jcreated_at VAL 1/5/00 ,1
40,"COL article_title VAL Prognostic value of morning blood pressure surge in clinical events: a meta-analysis of longitudinal studies. COL article_language VAL eng COL journal_title VAL Journal of stroke and cerebrovascular diseases : the official journal of National Stroke Association COL jounral_abbreviation VAL J Stroke Cerebrovasc Dis COL journal_issn VAL 1532-8511 COL article_jvolumn VAL 24 COL article_jissue VAL 2 COL article_jcreated_at VAL 1/15/02 COL article_pagination VAL 362-9 COL author_list VAL {""Yan-Xin Zhao"",""Jun-Chao Xie"",""Xue-Yuan Liu"",""Han Yan""} ",COL article_jcreated_at VAL 1/15/02 ,0
41,"COL article_title VAL Child sexual abuse as a risk factor for sexual risk behaviours among socially disadvantaged adolescents in Ibadan, Nigeria. COL article_language VAL  COL journal_title VAL Vulnerable Children and Youth Studies COL jounral_abbreviation VAL  COL journal_issn VAL 1745-0128 1745-0136 COL article_jvolumn VAL 3 COL article_jissue VAL 3 COL article_jcreated_at VAL 1/8/01 COL article_pagination VAL 243-248 COL author_list VAL {""B O Olley""} ",COL article_jcreated_at VAL 1/8/01 ,0
42,"COL article_title VAL Successful treatment of lung cancer by multimodal endobronchial interventions COL article_language VAL English COL journal_title VAL Respiration; international review of thoracic diseases COL jounral_abbreviation VAL Respiration COL journal_issn VAL 0025-7931 COL article_jvolumn VAL 88 COL article_jissue VAL 2 COL article_jcreated_at VAL 1/14/01 COL article_pagination VAL 144-147 COL author_list VAL {""T. Nakajima"",""I. Yoshino"",""K. Yasufuku"",""S. Yoshida"",""Y. Sakairi"",""K. Shibuya""} ",COL article_jcreated_at VAL 1/14/01 ,0
43,"COL article_title VAL Fat and neurosurgery: does obesity affect outcome after intracranial surgery? COL article_language VAL eng COL journal_title VAL Neurosurgery COL jounral_abbreviation VAL Neurosurgery COL journal_issn VAL 1524-4040 COL article_jvolumn VAL 64 COL article_jissue VAL 2 COL article_jcreated_at VAL 2/9/01 COL article_pagination VAL 316-26; discussion 326-7 COL author_list VAL {""R Loch Macdonald"",""Farbod Asgarzadie-Gadim"",""Yeon Gyoe Jang"",""Daniel J Curry"",""Rachel N Yanowitch"",""Kim E Schultheiss"",""Jocelyn Tolentino"",""J_gen L_ders""} ",COL article_jcreated_at VAL 2/9/01 ,1
44,"COL article_title VAL Fat and neurosurgery: does obesity affect outcome after intracranial surgery? COL article_language VAL eng COL journal_title VAL Neurosurgery COL jounral_abbreviation VAL Neurosurgery COL journal_issn VAL 1524-4040 COL article_jvolumn VAL 64 COL article_jissue VAL 2 COL article_jcreated_at VAL 2/9/01 COL article_pagination VAL 316-26; discussion 326-7 COL author_list VAL {""R Loch Macdonald"",""Farbod Asgarzadie-Gadim"",""Yeon Gyoe Jang"",""Daniel J Curry"",""Rachel N Yanowitch"",""Kim E Schultheiss"",""Jocelyn Tolentino"",""J_gen L_ders""} ","COL author_list VAL {""R Loch Macdonald"",""Farbod Asgarzadie-Gadim"",""Yeon Gyoe Jang"",""Daniel J Curry"",""Rachel N Yanowitch"",""Kim E Schultheiss"",""Jocelyn Tolentino"",""J_gen L_ders""} ",1
45,"COL article_title VAL Out of harm's way: curbing violence in the ED COL article_language VAL English COL journal_title VAL Health Facilities Management COL jounral_abbreviation VAL Health Facil Manage COL journal_issn VAL 0899-6210 COL article_jvolumn VAL 8 COL article_jissue VAL 10 COL article_jcreated_at VAL 1/95 COL article_pagination VAL 20-6, 28 COL author_list VAL {""K. Sandrick""} ",COL article_jcreated_at VAL 1/95 ,1
46,"COL article_title VAL The incidence of contrast-induced nephropathy in trauma patients. COL article_language VAL eng COL journal_title VAL European journal of emergency medicine : official journal of the European Society for Emergency Medicine COL jounral_abbreviation VAL Eur J Emerg Med COL journal_issn VAL 1473-5695 COL article_jvolumn VAL 15 COL article_jissue VAL 3 COL article_jcreated_at VAL 1/8/06 COL article_pagination VAL 134-9 COL author_list VAL {""Rich Sinert"",""Shoma Desai"",""Antonia Hipp"",""Carmen Lopez""} ",COL article_jcreated_at VAL 1/8/06 ,0
47,"COL article_title VAL Brain BDNF levels elevation induced by physical training is reduced after unilateral common carotid artery occlusion in rats. COL article_language VAL eng COL journal_title VAL Journal of cerebral blood flow and metabolism : official journal of the International Society of Cerebral Blood Flow and Metabolism COL jounral_abbreviation VAL J. Cereb. Blood Flow Metab. COL journal_issn VAL 1559-7016 COL article_jvolumn VAL 34 COL article_jissue VAL 10 COL article_jcreated_at VAL 1/14/10 COL article_pagination VAL 1681-7 COL author_list VAL {""Jacques Van Hoecke"",""Hayat Banoujaafar"",""Christine Marie"",""Claude M Mossiat""} ",COL article_jcreated_at VAL 1/14/10 ,0
48,"COL article_title VAL Multiresistance of clinically relevant gram-positive cocci COL article_language VAL  COL journal_title VAL Intensivmedizin und Notfallmedizin COL jounral_abbreviation VAL  COL journal_issn VAL 0175-3851 COL article_jvolumn VAL 34 COL article_jissue VAL 7 COL article_jcreated_at VAL 1/9/01 COL article_pagination VAL 655-663 COL author_list VAL {""G. Peters"",""K. Becker"",""C. Von Eiff""} ",COL article_jcreated_at VAL 1/9/01 ,1
49,"COL article_title VAL ColoRectal Cancer Predicted Risk Online (CRC-PRO) calculator using data from the Multi-Ethnic Cohort Study. COL article_language VAL eng COL journal_title VAL Journal of the American Board of Family Medicine : JABFM COL jounral_abbreviation VAL J Am Board Fam Med COL journal_issn VAL 1557-2625 COL article_jvolumn VAL 27 COL article_jissue VAL 1 COL article_jcreated_at VAL 1/14/01 COL article_pagination VAL 42-55 COL author_list VAL {""Leila Jackson"",""Brian J Wells"",""Gregory S Cooper"",""Siran Koroukian"",""Michael W Kattan""} ",COL article_jcreated_at VAL 1/14/01 ,0
50,"COL article_title VAL Methodology to estimate building energy consumption using EnergyPlus Benchmark Models COL article_language VAL  COL journal_title VAL Energy and Buildings COL jounral_abbreviation VAL  COL journal_issn VAL 0378-7788 COL article_jvolumn VAL 42 COL article_jissue VAL 12 COL article_jcreated_at VAL 1/10/01 COL article_pagination VAL 2331-2337 COL author_list VAL {""R. Luck"",""P. Mago"",""N. Fumo""} ",COL article_jcreated_at VAL 1/10/01 ,0
51,"COL article_title VAL Strategies for partner notification for sexually transmitted infections, including HIV. COL article_language VAL eng COL journal_title VAL Cochrane Database Syst. Rev. COL jounral_abbreviation VAL  COL journal_issn VAL 1469-493X COL article_jvolumn VAL 10 COL article_jissue VAL -1 COL article_jcreated_at VAL 1/13/01 COL article_pagination VAL CD002843 COL author_list VAL {""Catherine Mathews"",""Moleen Zunza"",""Adel Ferreira"",""Nicola Low"",""Taryn Young""} ",COL article_jissue VAL -1 ,0
