,0,1,2
10,COL index VAL 101 COL ProviderNumber VAL x0007 COL HospitalName VAL mizell memorial hospital COL Address1 VAL 702 n main st COL Address2 VAL empty COL Address3 VAL empty COL City VAL opp COL State VAL al COL ZipCode VAL 36467 COL CountyName VAL covington COL PhoneNumber VAL 3344933541 COL HospitalType VAL acute care hospitals COL HospitalOwner VAL voluntary non-profit - private COL EmergencyService VAL no COL Condition VAL heart attack COL MeasureCode VAL ami-8a COL MeasureName VAL heart attack patients given pci within 90 minutes of arrival COL Score VAL empty COL Sample VAL 0 patients COL Stateavg VAL al_ami-8a,COL ProviderNumber VAL x0007,1
11,COL index VAL 101 COL ProviderNumber VAL 10007 COL HospitalName VAL mizell memorial hospital COL Address1 VAL 702 n main st COL Address2 VAL empty COL Address3 VAL empty COL City VAL opp COL State VAL al COL ZipCode VAL 36467 COL CountyName VAL covington COL PhoneNumber VAL 3344933541 COL HospitalType VAL acute care hospitals COL HospitalOwner VAL voluntary non-profit - private COL EmergencyService VAL no COL Condition VAL heart attack COL MeasureCode VAL ami-8a COL MeasureName VAL heart attack patients given pci within 90 minutes of arrival COL Score VAL empty COL Sample VAL 0 patients COL Stateavg VAL al_ami-8a,COL ProviderNumber VAL 10007,0
12,COL index VAL 115 COL ProviderNumber VAL 1xxx7 COL HospitalName VAL mizell memorial hospital COL Address1 VAL 702 n main st COL Address2 VAL empty COL Address3 VAL empty COL City VAL opp COL State VAL al COL ZipCode VAL 36467 COL CountyName VAL covington COL PhoneNumber VAL 3344933541 COL HospitalType VAL acute care hospitals COL HospitalOwner VAL voluntary non-profit - private COL EmergencyService VAL no COL Condition VAL surgical infection prevention COL MeasureCode VAL scip-inf-3 COL MeasureName VAL surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery) COL Score VAL 93% COL Sample VAL 100 patients COL Stateavg VAL al_scip-inf-3,COL ProviderNumber VAL 1xxx7,1
13,COL index VAL 115 COL ProviderNumber VAL 10007 COL HospitalName VAL mizell memorial hospital COL Address1 VAL 702 n main st COL Address2 VAL empty COL Address3 VAL empty COL City VAL opp COL State VAL al COL ZipCode VAL 36467 COL CountyName VAL covington COL PhoneNumber VAL 3344933541 COL HospitalType VAL acute care hospitals COL HospitalOwner VAL voluntary non-profit - private COL EmergencyService VAL no COL Condition VAL surgical infection prevention COL MeasureCode VAL scip-inf-3 COL MeasureName VAL surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery) COL Score VAL 93% COL Sample VAL 100 patients COL Stateavg VAL al_scip-inf-3,COL ProviderNumber VAL 10007,0
14,COL index VAL 137 COL ProviderNumber VAL 1xxx8 COL HospitalName VAL crenshaw community hospital COL Address1 VAL 101 hospital circle COL Address2 VAL empty COL Address3 VAL empty COL City VAL luverne COL State VAL al COL ZipCode VAL 36049 COL CountyName VAL crxnshaw COL PhoneNumber VAL 3343353374 COL HospitalType VAL acute care hospitals COL HospitalOwner VAL government - federal COL EmergencyService VAL yes COL Condition VAL surgical infection prevention COL MeasureCode VAL scip-card-2 COL MeasureName VAL surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery COL Score VAL 100% COL Sample VAL 1 patients COL Stateavg VAL al_scip-card-2,COL ProviderNumber VAL 1xxx8,1
15,COL index VAL 137 COL ProviderNumber VAL 10008 COL HospitalName VAL crenshaw community hospital COL Address1 VAL 101 hospital circle COL Address2 VAL empty COL Address3 VAL empty COL City VAL luverne COL State VAL al COL ZipCode VAL 36049 COL CountyName VAL crxnshaw COL PhoneNumber VAL 3343353374 COL HospitalType VAL acute care hospitals COL HospitalOwner VAL government - federal COL EmergencyService VAL yes COL Condition VAL surgical infection prevention COL MeasureCode VAL scip-card-2 COL MeasureName VAL surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery COL Score VAL 100% COL Sample VAL 1 patients COL Stateavg VAL al_scip-card-2,COL ProviderNumber VAL 10008,0
16,COL index VAL 148 COL ProviderNumber VAL 1xxx9 COL HospitalName VAL hartselle medical center COL Address1 VAL 201 pine street northwest COL Address2 VAL empty COL Address3 VAL empty COL City VAL hartselle COL State VAL al COL ZipCode VAL 35640 COL CountyName VAL morgan COL PhoneNumber VAL 2567736511 COL HospitalType VAL acute care hospitals COL HospitalOwner VAL proprietary COL EmergencyService VAL yes COL Condition VAL heart attack COL MeasureCode VAL ami-4 COL MeasureName VAL heart attack patients given smoking cessation advice/counseling COL Score VAL 100% COL Sample VAL 2 patients COL Stateavg VAL al_ami-4,COL ProviderNumber VAL 1xxx9,1
17,COL index VAL 148 COL ProviderNumber VAL 10009 COL HospitalName VAL hartselle medical center COL Address1 VAL 201 pine street northwest COL Address2 VAL empty COL Address3 VAL empty COL City VAL hartselle COL State VAL al COL ZipCode VAL 35640 COL CountyName VAL morgan COL PhoneNumber VAL 2567736511 COL HospitalType VAL acute care hospitals COL HospitalOwner VAL proprietary COL EmergencyService VAL yes COL Condition VAL heart attack COL MeasureCode VAL ami-4 COL MeasureName VAL heart attack patients given smoking cessation advice/counseling COL Score VAL 100% COL Sample VAL 2 patients COL Stateavg VAL al_ami-4,COL ProviderNumber VAL 10009,0
18,COL index VAL 177 COL ProviderNumber VAL 1xx1x COL HospitalName VAL marshall medical center north COL Address1 VAL 8000 alabama highway 69 COL Address2 VAL empty COL Address3 VAL empty COL City VAL guntersville COL State VAL al COL ZipCode VAL 35976 COL CountyName VAL marshall COL PhoneNumber VAL 2565718000 COL HospitalType VAL acute care hospitals COL HospitalOwner VAL government - hospital district or authority COL EmergencyService VAL yes COL Condition VAL heart failure COL MeasureCode VAL hf-1 COL MeasureName VAL heart failure patients given discharge instructions COL Score VAL 93% COL Sample VAL 55 patients COL Stateavg VAL al_hf-1,COL ProviderNumber VAL 1xx1x,1
19,COL index VAL 177 COL ProviderNumber VAL 10010 COL HospitalName VAL marshall medical center north COL Address1 VAL 8000 alabama highway 69 COL Address2 VAL empty COL Address3 VAL empty COL City VAL guntersville COL State VAL al COL ZipCode VAL 35976 COL CountyName VAL marshall COL PhoneNumber VAL 2565718000 COL HospitalType VAL acute care hospitals COL HospitalOwner VAL government - hospital district or authority COL EmergencyService VAL yes COL Condition VAL heart failure COL MeasureCode VAL hf-1 COL MeasureName VAL heart failure patients given discharge instructions COL Score VAL 93% COL Sample VAL 55 patients COL Stateavg VAL al_hf-1,COL ProviderNumber VAL 10010,0
20,COL index VAL 181 COL ProviderNumber VAL x00x0 COL HospitalName VAL marshall medical center north COL Address1 VAL 8000 alabama highway 69 COL Address2 VAL empty COL Address3 VAL empty COL City VAL guntxrsvillx COL State VAL al COL ZipCode VAL 35976 COL CountyName VAL marshall COL PhoneNumber VAL 2565718000 COL HospitalType VAL acute care hospitals COL HospitalOwner VAL government - hospital district or authority COL EmergencyService VAL yes COL Condition VAL pneumonia COL MeasureCode VAL pn-2 COL MeasureName VAL pneumonia patients assessed and given pneumococcal vaccination COL Score VAL 87% COL Sample VAL 128 patients COL Stateavg VAL al_pn-2,COL ProviderNumber VAL x00x0,1
21,COL index VAL 181 COL ProviderNumber VAL 10010 COL HospitalName VAL marshall medical center north COL Address1 VAL 8000 alabama highway 69 COL Address2 VAL empty COL Address3 VAL empty COL City VAL guntxrsvillx COL State VAL al COL ZipCode VAL 35976 COL CountyName VAL marshall COL PhoneNumber VAL 2565718000 COL HospitalType VAL acute care hospitals COL HospitalOwner VAL government - hospital district or authority COL EmergencyService VAL yes COL Condition VAL pneumonia COL MeasureCode VAL pn-2 COL MeasureName VAL pneumonia patients assessed and given pneumococcal vaccination COL Score VAL 87% COL Sample VAL 128 patients COL Stateavg VAL al_pn-2,COL ProviderNumber VAL 10010,0
22,COL index VAL 185 COL ProviderNumber VAL 1xx1x COL HospitalName VAL marshall medical center north COL Address1 VAL 8000 alabama highway 69 COL Address2 VAL empty COL Address3 VAL empty COL City VAL guntersville COL State VAL al COL ZipCode VAL 35976 COL CountyName VAL marshall COL PhoneNumber VAL 2565718000 COL HospitalType VAL acute care hospitals COL HospitalOwner VAL government - hospital district or authority COL EmergencyService VAL yes COL Condition VAL pneumonia COL MeasureCode VAL pn-6 COL MeasureName VAL pneumonia patients given the most appropriate initial antibiotic(s) COL Score VAL 93% COL Sample VAL 133 patients COL Stateavg VAL al_pn-6,COL ProviderNumber VAL 1xx1x,1
23,COL index VAL 185 COL ProviderNumber VAL 10010 COL HospitalName VAL marshall medical center north COL Address1 VAL 8000 alabama highway 69 COL Address2 VAL empty COL Address3 VAL empty COL City VAL guntersville COL State VAL al COL ZipCode VAL 35976 COL CountyName VAL marshall COL PhoneNumber VAL 2565718000 COL HospitalType VAL acute care hospitals COL HospitalOwner VAL government - hospital district or authority COL EmergencyService VAL yes COL Condition VAL pneumonia COL MeasureCode VAL pn-6 COL MeasureName VAL pneumonia patients given the most appropriate initial antibiotic(s) COL Score VAL 93% COL Sample VAL 133 patients COL Stateavg VAL al_pn-6,COL ProviderNumber VAL 10010,0
24,COL index VAL 187 COL ProviderNumber VAL 1xx1x COL HospitalName VAL marshall medical center north COL Address1 VAL 8000 alabama highway 69 COL Address2 VAL empty COL Address3 VAL empty COL City VAL guntersville COL State VAL al COL ZipCode VAL 35976 COL CountyName VAL marshall COL PhoneNumber VAL 2565718000 COL HospitalType VAL acute care hospitals COL HospitalOwner VAL government - hospital district or authority COL EmergencyService VAL yes COL Condition VAL surgical infection prevention COL MeasureCode VAL scip-card-2 COL MeasureName VAL surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery COL Score VAL 86% COL Sample VAL 14 patients COL Stateavg VAL al_scip-card-2,COL ProviderNumber VAL 1xx1x,1
25,COL index VAL 187 COL ProviderNumber VAL 10010 COL HospitalName VAL marshall medical center north COL Address1 VAL 8000 alabama highway 69 COL Address2 VAL empty COL Address3 VAL empty COL City VAL guntersville COL State VAL al COL ZipCode VAL 35976 COL CountyName VAL marshall COL PhoneNumber VAL 2565718000 COL HospitalType VAL acute care hospitals COL HospitalOwner VAL government - hospital district or authority COL EmergencyService VAL yes COL Condition VAL surgical infection prevention COL MeasureCode VAL scip-card-2 COL MeasureName VAL surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery COL Score VAL 86% COL Sample VAL 14 patients COL Stateavg VAL al_scip-card-2,COL ProviderNumber VAL 10010,0
26,COL index VAL 190 COL ProviderNumber VAL 1xx1x COL HospitalName VAL marshall medical center north COL Address1 VAL 8000 alabama highway 69 COL Address2 VAL empty COL Address3 VAL empty COL City VAL guntersville COL State VAL al COL ZipCode VAL 35976 COL CountyName VAL marshall COL PhoneNumber VAL 2565718000 COL HospitalType VAL acute care hospitals COL HospitalOwner VAL government - hospital district or authority COL EmergencyService VAL yes COL Condition VAL surgical infection prevention COL MeasureCode VAL scip-inf-3 COL MeasureName VAL surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery) COL Score VAL 100% COL Sample VAL 63 patients COL Stateavg VAL al_scip-inf-3,COL ProviderNumber VAL 1xx1x,1
27,COL index VAL 190 COL ProviderNumber VAL 10010 COL HospitalName VAL marshall medical center north COL Address1 VAL 8000 alabama highway 69 COL Address2 VAL empty COL Address3 VAL empty COL City VAL guntersville COL State VAL al COL ZipCode VAL 35976 COL CountyName VAL marshall COL PhoneNumber VAL 2565718000 COL HospitalType VAL acute care hospitals COL HospitalOwner VAL government - hospital district or authority COL EmergencyService VAL yes COL Condition VAL surgical infection prevention COL MeasureCode VAL scip-inf-3 COL MeasureName VAL surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery) COL Score VAL 100% COL Sample VAL 63 patients COL Stateavg VAL al_scip-inf-3,COL ProviderNumber VAL 10010,0
28,COL index VAL 195 COL ProviderNumber VAL 1xx11 COL HospitalName VAL st vincents east COL Address1 VAL 50 medical park east drive COL Address2 VAL empty COL Address3 VAL empty COL City VAL birmingham COL State VAL al COL ZipCode VAL 35235 COL CountyName VAL jefferson COL PhoneNumber VAL 2058383122 COL HospitalType VAL acute care hospitals COL HospitalOwner VAL voluntary non-profit - private COL EmergencyService VAL yes COL Condition VAL heart attack COL MeasureCode VAL ami-1 COL MeasureName VAL heart attack patients given aspirin at arrival COL Score VAL 99% COL Sample VAL 240 patients COL Stateavg VAL al_ami-1,COL ProviderNumber VAL 1xx11,1
29,COL index VAL 195 COL ProviderNumber VAL 10011 COL HospitalName VAL st vincents east COL Address1 VAL 50 medical park east drive COL Address2 VAL empty COL Address3 VAL empty COL City VAL birmingham COL State VAL al COL ZipCode VAL 35235 COL CountyName VAL jefferson COL PhoneNumber VAL 2058383122 COL HospitalType VAL acute care hospitals COL HospitalOwner VAL voluntary non-profit - private COL EmergencyService VAL yes COL Condition VAL heart attack COL MeasureCode VAL ami-1 COL MeasureName VAL heart attack patients given aspirin at arrival COL Score VAL 99% COL Sample VAL 240 patients COL Stateavg VAL al_ami-1,COL ProviderNumber VAL 10011,0
30,COL index VAL 202 COL ProviderNumber VAL x00xx COL HospitalName VAL st vincents east COL Address1 VAL 50 medical park east drive COL Address2 VAL empty COL Address3 VAL empty COL City VAL birmingham COL State VAL al COL ZipCode VAL 35235 COL CountyName VAL jefferson COL PhoneNumber VAL 2058383122 COL HospitalType VAL acute care hospitals COL HospitalOwner VAL voluntary non-profit - private COL EmergencyService VAL yes COL Condition VAL heart failure COL MeasureCode VAL hf-1 COL MeasureName VAL heart failure patients given discharge instructions COL Score VAL 94% COL Sample VAL 316 patients COL Stateavg VAL al_hf-1,COL ProviderNumber VAL x00xx,1
31,COL index VAL 202 COL ProviderNumber VAL 10011 COL HospitalName VAL st vincents east COL Address1 VAL 50 medical park east drive COL Address2 VAL empty COL Address3 VAL empty COL City VAL birmingham COL State VAL al COL ZipCode VAL 35235 COL CountyName VAL jefferson COL PhoneNumber VAL 2058383122 COL HospitalType VAL acute care hospitals COL HospitalOwner VAL voluntary non-profit - private COL EmergencyService VAL yes COL Condition VAL heart failure COL MeasureCode VAL hf-1 COL MeasureName VAL heart failure patients given discharge instructions COL Score VAL 94% COL Sample VAL 316 patients COL Stateavg VAL al_hf-1,COL ProviderNumber VAL 10011,0
32,COL index VAL 205 COL ProviderNumber VAL 1xx11 COL HospitalName VAL st vincents east COL Address1 VAL 50 medical park east drive COL Address2 VAL empty COL Address3 VAL empty COL City VAL birmingham COL State VAL al COL ZipCode VAL 35235 COL CountyName VAL jefferson COL PhoneNumber VAL 2058383122 COL HospitalType VAL acute care hospitals COL HospitalOwner VAL voluntary non-profit - private COL EmergencyService VAL yes COL Condition VAL heart failure COL MeasureCode VAL hf-4 COL MeasureName VAL heart failure patients given smoking cessation advice/counseling COL Score VAL 100% COL Sample VAL 69 patients COL Stateavg VAL al_hf-4,COL ProviderNumber VAL 1xx11,1
33,COL index VAL 205 COL ProviderNumber VAL 10011 COL HospitalName VAL st vincents east COL Address1 VAL 50 medical park east drive COL Address2 VAL empty COL Address3 VAL empty COL City VAL birmingham COL State VAL al COL ZipCode VAL 35235 COL CountyName VAL jefferson COL PhoneNumber VAL 2058383122 COL HospitalType VAL acute care hospitals COL HospitalOwner VAL voluntary non-profit - private COL EmergencyService VAL yes COL Condition VAL heart failure COL MeasureCode VAL hf-4 COL MeasureName VAL heart failure patients given smoking cessation advice/counseling COL Score VAL 100% COL Sample VAL 69 patients COL Stateavg VAL al_hf-4,COL ProviderNumber VAL 10011,0
34,COL index VAL 213 COL ProviderNumber VAL 1xx11 COL HospitalName VAL st vincents east COL Address1 VAL 50 medical park east drive COL Address2 VAL empty COL Address3 VAL empty COL City VAL bxrmxngham COL State VAL al COL ZipCode VAL 35235 COL CountyName VAL jefferson COL PhoneNumber VAL 2058383122 COL HospitalType VAL acute care hospitals COL HospitalOwner VAL voluntary non-profit - private COL EmergencyService VAL yes COL Condition VAL surgical infection prevention COL MeasureCode VAL scip-inf-1 COL MeasureName VAL surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection COL Score VAL 97% COL Sample VAL 461 patients COL Stateavg VAL al_scip-inf-1,COL ProviderNumber VAL 1xx11,1
35,COL index VAL 213 COL ProviderNumber VAL 10011 COL HospitalName VAL st vincents east COL Address1 VAL 50 medical park east drive COL Address2 VAL empty COL Address3 VAL empty COL City VAL bxrmxngham COL State VAL al COL ZipCode VAL 35235 COL CountyName VAL jefferson COL PhoneNumber VAL 2058383122 COL HospitalType VAL acute care hospitals COL HospitalOwner VAL voluntary non-profit - private COL EmergencyService VAL yes COL Condition VAL surgical infection prevention COL MeasureCode VAL scip-inf-1 COL MeasureName VAL surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection COL Score VAL 97% COL Sample VAL 461 patients COL Stateavg VAL al_scip-inf-1,COL ProviderNumber VAL 10011,0
36,COL index VAL 233 COL ProviderNumber VAL x00x2 COL HospitalName VAL dekalb regional medical center COL Address1 VAL 200 med center drive COL Address2 VAL empty COL Address3 VAL empty COL City VAL fort payne COL State VAL al COL ZipCode VAL 359x8 COL CountyName VAL de kalb COL PhoneNumber VAL 2568453150 COL HospitalType VAL acute care hospitals COL HospitalOwner VAL voluntary non-profit - church COL EmergencyService VAL yes COL Condition VAL pneumonia COL MeasureCode VAL pn-4 COL MeasureName VAL pneumonia patients given smoking cessation advice/counseling COL Score VAL 100% COL Sample VAL 37 patients COL Stateavg VAL al_pn-4,COL ProviderNumber VAL x00x2,1
37,COL index VAL 233 COL ProviderNumber VAL 10012 COL HospitalName VAL dekalb regional medical center COL Address1 VAL 200 med center drive COL Address2 VAL empty COL Address3 VAL empty COL City VAL fort payne COL State VAL al COL ZipCode VAL 359x8 COL CountyName VAL de kalb COL PhoneNumber VAL 2568453150 COL HospitalType VAL acute care hospitals COL HospitalOwner VAL voluntary non-profit - church COL EmergencyService VAL yes COL Condition VAL pneumonia COL MeasureCode VAL pn-4 COL MeasureName VAL pneumonia patients given smoking cessation advice/counseling COL Score VAL 100% COL Sample VAL 37 patients COL Stateavg VAL al_pn-4,COL ProviderNumber VAL 10012,0
38,COL index VAL 246 COL ProviderNumber VAL 1001x COL HospitalName VAL southwest alabama medical center COL Address1 VAL 33700 highway 43 COL Address2 VAL empty COL Address3 VAL empty COL City VAL thomasville COL State VAL al COL ZipCode VAL 36784 COL CountyName VAL clarke COL PhoneNumber VAL 3346366221 COL HospitalType VAL acute care hospitals COL HospitalOwner VAL government - federal COL EmergencyService VAL yes COL Condition VAL heart attack COL MeasureCode VAL ami-2 COL MeasureName VAL heart attack patients given aspirin at discharge COL Score VAL empty COL Sample VAL 0 patients COL Stateavg VAL al_ami-2,COL ProviderNumber VAL 1001x,1
39,COL index VAL 246 COL ProviderNumber VAL 10015 COL HospitalName VAL southwest alabama medical center COL Address1 VAL 33700 highway 43 COL Address2 VAL empty COL Address3 VAL empty COL City VAL thomasville COL State VAL al COL ZipCode VAL 36784 COL CountyName VAL clarke COL PhoneNumber VAL 3346366221 COL HospitalType VAL acute care hospitals COL HospitalOwner VAL government - federal COL EmergencyService VAL yes COL Condition VAL heart attack COL MeasureCode VAL ami-2 COL MeasureName VAL heart attack patients given aspirin at discharge COL Score VAL empty COL Sample VAL 0 patients COL Stateavg VAL al_ami-2,COL ProviderNumber VAL 10015,0
40,COL index VAL 261 COL ProviderNumber VAL x00x5 COL HospitalName VAL southwest alabama medical center COL Address1 VAL 33700 hxghway 43 COL Address2 VAL empty COL Address3 VAL empty COL City VAL thomasville COL State VAL al COL ZipCode VAL 36784 COL CountyName VAL clarke COL PhoneNumber VAL 3346366221 COL HospitalType VAL acute care hospitals COL HospitalOwner VAL government - federal COL EmergencyService VAL yes COL Condition VAL pneumonia COL MeasureCode VAL pn-7 COL MeasureName VAL pneumonia patients assessed and given influenza vaccination COL Score VAL 92% COL Sample VAL 24 patients COL Stateavg VAL al_pn-7,COL ProviderNumber VAL x00x5,1
41,COL index VAL 261 COL ProviderNumber VAL 10015 COL HospitalName VAL southwest alabama medical center COL Address1 VAL 33700 hxghway 43 COL Address2 VAL empty COL Address3 VAL empty COL City VAL thomasville COL State VAL al COL ZipCode VAL 36784 COL CountyName VAL clarke COL PhoneNumber VAL 3346366221 COL HospitalType VAL acute care hospitals COL HospitalOwner VAL government - federal COL EmergencyService VAL yes COL Condition VAL pneumonia COL MeasureCode VAL pn-7 COL MeasureName VAL pneumonia patients assessed and given influenza vaccination COL Score VAL 92% COL Sample VAL 24 patients COL Stateavg VAL al_pn-7,COL ProviderNumber VAL 10015,0
42,COL index VAL 268 COL ProviderNumber VAL x00x5 COL HospitalName VAL southwest alabama medical center COL Address1 VAL 33700 highway 43 COL Address2 VAL empty COL Address3 VAL empty COL City VAL thomasville COL State VAL al COL ZipCode VAL x6784 COL CountyName VAL clarke COL PhoneNumber VAL 3346366221 COL HospitalType VAL acute care hospitals COL HospitalOwner VAL government - federal COL EmergencyService VAL yes COL Condition VAL surgical infection prevention COL MeasureCode VAL scip-vte-1 COL MeasureName VAL surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries COL Score VAL 90% COL Sample VAL 10 patients COL Stateavg VAL al_scip-vte-1,COL ProviderNumber VAL x00x5,1
