,0,1,text
20,9188,5596,"Enrich Entity 1 and Entity 2 with attributes: category/subcategory/brand/modelno/key_features. Return in json format.

 Entity 1:{'title': '""Nike Train Speed 4 - Nero/Blu Glow/Bianco""@it "" Nike Scarpe Uomo Training Regolare Glow/Bianco ""@it'}

Entity 2:{'title': '""Nike Hypervenom Phantom SG-Pro - Volt/Violetto Persiano/Lava Calda/Nero""@it "" Scarpe da Calcio Nike Calda/Nero ""@it'}"
21,727,9243,"Enrich Entity 1 and Entity 2 with attributes: category/subcategory/brand/modelno/key_features. Return in json format.

 Entity 1:{'title': '"" Casio Men\'s G-Shock Alarm Chronograph Watch""@en ""Men\'s Watch (GA-110LPA-1AER) - WATCH SHOP.com™""@en'}

Entity 2:{'title': '"" Casio Men\'s G-Shock Alarm Chronograph Watch""@en ""Men\'s Watch (GA-100CF-1A9ER) - WATCH SHOP.com™""@en'}"
22,6067,3018,"Enrich Entity 1 and Entity 2 with attributes: category/subcategory/brand/modelno/key_features. Return in json format.

 Entity 1:{'title': '""Jordan Son of Mars “Yeezy” Black/Gym Red-Cool Grey-Pulse Green""@en-US ""Buy Discount Air Jordan Yeezy Blink Free Shipping | 2017 Shoes""@en-US'}

Entity 2:{'title': '""Blair Watch""@en ""Michael Kors Blair Watch | SHOPBOP SAVE UP TO 30% Use Code: MORE17""@en'}"
23,11784,5936,"Enrich Entity 1 and Entity 2 with attributes: category/subcategory/brand/modelno/key_features. Return in json format.

 Entity 1:{'title': '""AMD Ryzen 5 Six Core 1600 3.60GHz (Socket AM4) Processor - Retail""@en ""▷ AMD R… | OcUK""@en'}

Entity 2:{'title': '""AMD - Ryzen 5 1600 3.2GHz 6-Core Processor"" Processor (YD1600BBAEBOX) PCPartPicker España""'}"
24,5086,1870,"Enrich Entity 1 and Entity 2 with attributes: category/subcategory/brand/modelno/key_features. Return in json format.

 Entity 1:{'title': '"" AUGUSTUS Deckenleuchte Chrom, 1xLED - Leuchte GLOBO 41331 Modern Chrom LED, GLO ""@de, ""AUGUSTUS GLO""@de LED günstig mit 2""@de'}

Entity 2:{'title': '""Zegarek męski na słoneczną energie""@pl 00 €""@pl ""Seiko Zegarek energie SNE039P1 nur 159'}"
25,5801,6282,"Enrich Entity 1 and Entity 2 with attributes: category/subcategory/brand/modelno/key_features. Return in json format.

 Entity 1:{'title': '""Nike Zoom Winflo 3 - Negro/Blanco/Antracita""@es "" Nike Zapatillas para hombreNegro/Blanco/Antracita ""@es'}

Entity 2:{'title': '""ZAPATILLAS SOBRE ASFALTO GT-2000 5 LITE-SHOW PARA MUJER""@es-es MUJER | Women Women\'s Road Running Shoes ASICS""@es-es'}"
26,5101,3161,"Enrich Entity 1 and Entity 2 with attributes: category/subcategory/brand/modelno/key_features. Return in json format.

 Entity 1:{'title': '""Canon EF 85mm f/1.8 USM Lens""@en ""Camera Lenses :: Canon Lens - Onestop Digital""@en'}

Entity 2:{'title': '"" LUMIX® GX1Body 16 Megapixel Compact System Camera (No Lens) ""@en, DMC-GX1BODY ""@en ""Panasonic Product Support - DMC-GX1SBODY""@en'}"
27,253,1860,"Enrich Entity 1 and Entity 2 with attributes: category/subcategory/brand/modelno/key_features. Return in json format.

 Entity 1:{'title': '"" x Kylie Jenner Iconic Sunglasses in Black/Silver"" ""Accessories | New Arrivals From Mother Denim Misa Los Angeles Citizens"" Frame'}

Entity 2:{'title': '""Cartier Santos-Dumont Watch W2009251"" ""Shop Cartier WH100351 Watches | Northeastern Fine Jewelry""'}"
28,12536,1491,"Enrich Entity 1 and Entity 2 with attributes: category/subcategory/brand/modelno/key_features. Return in json format.

 Entity 1:{'title': '""Nike Roshe One""@en One Black 511881-026 - Purchaze""@en'}

Entity 2:{'title': '""Nike Zoom Speed TR3 - Cremise Totale/Nero/Hyper Volt""@it "" Nike Scarpe Uomo Volt ""@it'}"
29,4751,3169,"Enrich Entity 1 and Entity 2 with attributes: category/subcategory/brand/modelno/key_features. Return in json format.

 Entity 1:{'title': '""Samsung Gear S2 Classic - black smart watch with band 4 GB"" "" Samsung GB SM-R7320ZKAXAR Cell/Smart Phones CDW.com'}

Entity 2:{'title': '""Cartier Ronde Solo De Cartier Watch W6701009"" ""Shop W6701011 Watches | Northeastern Fine Jewelry""'}"
30,3630,12069,"Enrich Entity 1 and Entity 2 with attributes: category/subcategory/brand/modelno/key_features. Return in json format.

 Entity 1:{'title': '""Chanclas Nike Sportswear Benassi Just Do It - Azul/Blanco""@es "" Chanclas para la ducha-Azul/Blanco ""@es'}

Entity 2:{'title': '""Nike Metcon 2 - Negro/Blanco/Gris lobo/Volt""@es "" Nike Zapatillas de deporte-Negro/Blanco/Gris lobo/Volt ""@es'}"
31,4272,727,"Enrich Entity 1 and Entity 2 with attributes: category/subcategory/brand/modelno/key_features. Return in json format.

 Entity 1:{'title': '""Polar Loop 2 Zwart (Zwart) - Prijzen ""@NL Tweakers""@NL'}

Entity 2:{'title': '""Herren Casio G-Shock Wecker Chronograf Uhr GA-110LPA-1AER""@de'}"
32,1381,1378,"Enrich Entity 1 and Entity 2 with attributes: category/subcategory/brand/modelno/key_features. Return in json format.

 Entity 1:{'title': '""Chopard Hour And Minutes Watch 388531-3001"" 384221-0004 | Dejaun Jewelers""'}

Entity 2:{'title': '""Alpina Startimer Pilot Automatic Watch AL-725GR4S6"" ""Shop Alpina AL-525NN4S6 | Moyer Fine Jewelers""'}"
33,9345,6990,"Enrich Entity 1 and Entity 2 with attributes: category/subcategory/brand/modelno/key_features. Return in json format.

 Entity 1:{'title': '""Apple - Smart Keyboard for 12.9 Inch iPad Pro Gray""@en-US'}

Entity 2:{'title': '""Funda Smart Cover Ipad Pro 10.5 - Rosa Flamenco""@es Flamenco Black Friday 2017 ""@es'}"
34,9710,6179,"Enrich Entity 1 and Entity 2 with attributes: category/subcategory/brand/modelno/key_features. Return in json format.

 Entity 1:{'title': '""Portátil HP ProBook 640 G3 Core i5, 8GB, SSD 256GB""@es 8GB i5'}

Entity 2:{'title': '""Ordinateur portable HP EliteBook 850 G3 (ENERGY STAR)""@fr'}"
35,11862,1173,"Enrich Entity 1 and Entity 2 with attributes: category/subcategory/brand/modelno/key_features. Return in json format.

 Entity 1:{'title': '""Sony Alpha A7 (Body Only) (ILCE7/B)""@en "" Sony (ILCE7/B) | Digital SLR Camera Toronto Canada Store Cameras Aden ""@en'}

Entity 2:{'title': '""Sony Alpha a7S II Mirrorless Digital Camera (BODY ONLY)""@en'}"
36,2550,1759,"Enrich Entity 1 and Entity 2 with attributes: category/subcategory/brand/modelno/key_features. Return in json format.

 Entity 1:{'title': '""Cámara Vigilancia HD PTZ WiFi""@es vigilancia CCTV remota moviles | D-Link España""@es'}

Entity 2:{'title': '""Used Canon EOS 7D 18MP 1080HD DSLR Camera D - Good""@en "" Used DSLRs | Unique Photo ""@en'}"
37,2333,5208,"Enrich Entity 1 and Entity 2 with attributes: category/subcategory/brand/modelno/key_features. Return in json format.

 Entity 1:{'title': '""Puma evoPOWER 3.2 FG - Bianco/Eclisse Totale/Lava Blast""@it "" Puma Scarpe Uomo Terreni Compatti Bianco-Eclisse Totale-Lava Blast ""@it'}

Entity 2:{'title': '""VIGILANCE 3-MPIXEL OUTDOOR POE MINI BULLET CAMERA""@es CAMERA - Black Friday 2017 ""@es'}"
38,11561,3396,"Enrich Entity 1 and Entity 2 with attributes: category/subcategory/brand/modelno/key_features. Return in json format.

 Entity 1:{'title': '""Canon Super Wide Angle EF 20mm f/2.8 USM Autofocus Lens""@en Lens - Fumfie.com""@en'}

Entity 2:{'title': '""Canon EF 24-70mm f/2.8 L II USM Lens""@en ""Camera Lenses :: Canon Lens - Onestop Digital""@en'}"
39,2423,5101,"Enrich Entity 1 and Entity 2 with attributes: category/subcategory/brand/modelno/key_features. Return in json format.

 Entity 1:{'title': '""Nike Sportswear Air Force 1 Mid 07 - White""@en "" Mens Shoes Nike White / 315123-111 ""@en'}

Entity 2:{'title': '""Canon EF 85mm F1.8 USM""@en Aden Camera ""@en "" Canon USM | Digital SLR Cameras Toronto Canada Store'}"
40,6963,9440,"Enrich Entity 1 and Entity 2 with attributes: category/subcategory/brand/modelno/key_features. Return in json format.

 Entity 1:{'title': '""Canon EOS Rebel T6 DSLR Camera Kit with 18-55mm IS II Lens""@en ""Buy Canon Lens at Connection Public Sector Solutions""@en'}

Entity 2:{'title': '""Canon EOS 1300D Kit with 18-55mm IS II Lens""@en ""Digital Cameras :: Canon Lens - Onestop Digital""@en'}"
41,1491,5801,"Enrich Entity 1 and Entity 2 with attributes: category/subcategory/brand/modelno/key_features. Return in json format.

 Entity 1:{'title': '""Nike Zoom Speed TR3 - Carmin/ Noir/ Hyper Volt""@fr "" Nike chaussures pour homme carmin noir hyper volt ""@fr'}

Entity 2:{'title': '""Nike Zoom Winflo 3 - Nero/Bianco/Anthracide""@it "" Nike Abbigliamento Uomo Nero/Bianco/Anthracide ""@it'}"
42,5801,5248,"Enrich Entity 1 and Entity 2 with attributes: category/subcategory/brand/modelno/key_features. Return in json format.

 Entity 1:{'title': '""Nike Zoom Winflo 3 - Negro/Blanco/Antracita""@es "" Nike Zapatillas para hombreNegro/Blanco/Antracita ""@es'}

Entity 2:{'title': '""Concave Halo 1.0 FG - Nero/Oro""@it "" Concave Scarpe Uomo Terreni Compatti Nero/Oro ""@it'}"
43,11916,4792,"Enrich Entity 1 and Entity 2 with attributes: category/subcategory/brand/modelno/key_features. Return in json format.

 Entity 1:{'title': '""Omega Seamaster 300m 2531.80.00"" 2531.80.00 Watch | Watchfinder & Co.""'}

Entity 2:{'title': '""Omega Seamaster Diver ""@en'}"
44,5193,12976,"Enrich Entity 1 and Entity 2 with attributes: category/subcategory/brand/modelno/key_features. Return in json format.

 Entity 1:{'title': '""Puma evoPOWER 4.2 FG Junior - Peacoat-Wit-Bright Plasma""@nl "" Puma Voetbalschoenen JR Ferme Grond Kinderen Plasma 10322801 ""@nl'}

Entity 2:{'title': '""GT-2000 4 LITE-SHOW PLASMAGUARD""@en-it PLASMAGUARD | Men GT Series ASICS""@en-it'}"
45,3574,3664,"Enrich Entity 1 and Entity 2 with attributes: category/subcategory/brand/modelno/key_features. Return in json format.

 Entity 1:{'title': '""CANON 1133B001AA CB-2LX Battery Charger (1133B001AA)"" (1133B001AA) from Solid Signal""'}

Entity 2:{'title': '""Kingston HyperX Fury black HX421C14FB2K2/16 - Prijzen ""@NL Tweakers""@NL'}"
46,9450,748,"Enrich Entity 1 and Entity 2 with attributes: category/subcategory/brand/modelno/key_features. Return in json format.

 Entity 1:{'title': '""BenQ RL2455HM 24"" 1920x1080 TN Widescreen LED Monitor - Black/Red""@en ""▷ BenQ Blac… | OcUK""@en'}

Entity 2:{'title': '""AOC Value-line E2270SWDN 21.5""@en 21.5inch LED LCD Monitor | Novatech""@en'}"
47,2423,4054,"Enrich Entity 1 and Entity 2 with attributes: category/subcategory/brand/modelno/key_features. Return in json format.

 Entity 1:{'title': '""Nike Sportswear Air Force 1 Mid 07 - White""@en "" Mens Shoes Nike White / 315123-111 ""@en'}

Entity 2:{'title': '""Cartier Tank Series Mens Watch W1529756""@en-us'}"
48,10571,1381,"Enrich Entity 1 and Entity 2 with attributes: category/subcategory/brand/modelno/key_features. Return in json format.

 Entity 1:{'title': '""Chopard LUC 161934-5001"" 161934-5001 Watch | Watchfinder & Co.""'}

Entity 2:{'title': '""Chopard Hour And Minutes Watch 388531-3001"" 388532-6004 | Dejaun Jewelers""'}"
49,3018,10801,"Enrich Entity 1 and Entity 2 with attributes: category/subcategory/brand/modelno/key_features. Return in json format.

 Entity 1:{'title': '""Blair Watch""@en ""Michael Kors Blair Watch | SHOPBOP""@en'}

Entity 2:{'title': '"" Mens Coach Bleecker Slim Watch 14602343 ""New arrivals | Shop New The Hut""'}"
50,10752,904,"Enrich Entity 1 and Entity 2 with attributes: category/subcategory/brand/modelno/key_features. Return in json format.

 Entity 1:{'title': '""Asics Gel Lyte V""@en V Latigo Bay Black H5V2L-8990 - Purchaze""@en'}

Entity 2:{'title': '""GEL-RESOLUTION 7""@es-es 7 | Men ZAPATILLAS DE TENIS PARA HOMBRE ASICS""@es-es'}"
51,656,4828,"Enrich Entity 1 and Entity 2 with attributes: category/subcategory/brand/modelno/key_features. Return in json format.

 Entity 1:{'title': '""Bvlgari Bvlgari Watch BBLP33WGG 12"" BBL262TBSS.M | Dejaun Jewelers""'}

Entity 2:{'title': '""Herren Hamilton Jazzmaster Thinline 40mm Uhr H38411783""@de'}"
52,2240,11409,"Enrich Entity 1 and Entity 2 with attributes: category/subcategory/brand/modelno/key_features. Return in json format.

 Entity 1:{'title': '""Intel i7-7700K Quad-Core 4.2GHz LGA1151 Processor""@en "" Intel Processor : I7-7700K ""@en'}

Entity 2:{'title': '""Intel i7-6850K 3.60GHz (Broadwell-E) Socket LGA2011-V3 Processor - Retail""@en ""▷ Intel Proce… | OcUK""@en'}"
53,727,10895,"Enrich Entity 1 and Entity 2 with attributes: category/subcategory/brand/modelno/key_features. Return in json format.

 Entity 1:{'title': '"" Casio Men\'s G-Shock Alarm Chronograph Watch""@en ""Men\'s Watch (GA-110LPA-1AER) - WATCH SHOP.com™""@en'}

Entity 2:{'title': '"" Casio Ladies\' Baby-G Alarm Chronograph Watch""@en ""Ladies\' Watch (BLX-100-7ER) - WATCH SHOP.com™""@en'}"
54,3630,11035,"Enrich Entity 1 and Entity 2 with attributes: category/subcategory/brand/modelno/key_features. Return in json format.

 Entity 1:{'title': '""Chanclas Nike Sportswear Benassi Just Do It - Azul/Blanco""@es "" Chanclas para la ducha-Azul/Blanco ""@es'}

Entity 2:{'title': '""Nike Free 5.0 para mujer-Negro/Blanco/Gris""@es "" Nike mujer-Zapatillas de correr Nike-Negro-Blanco-Gris ""@es'}"
55,7193,6990,"Enrich Entity 1 and Entity 2 with attributes: category/subcategory/brand/modelno/key_features. Return in json format.

 Entity 1:{'title': '""Promaster Marine Hombre-Reloj de buceo""@es ""Citizen Promaster buceo nur 199 00 €""@es'}

Entity 2:{'title': '""Funda Smart Cover Ipad Pro 10.5 - Rosa Flamenco""@es Flamenco Black Friday 2017 ""@es'}"
56,4237,867,"Enrich Entity 1 and Entity 2 with attributes: category/subcategory/brand/modelno/key_features. Return in json format.

 Entity 1:{'title': '""Nike Sportswear Womens Air Pegasus 89 - Black""@en "" Shoes Nike Black 844888-001 ""@en'}

Entity 2:{'title': '""Puma evoTOUCH 2 FG - Noir/ Blanc/ Jaune""@fr "" Puma chaussures pour homme terrain sec noir blanc jaune ""@fr'}"
57,11332,5801,"Enrich Entity 1 and Entity 2 with attributes: category/subcategory/brand/modelno/key_features. Return in json format.

 Entity 1:{'title': '""Nike Air Max Tavas""@en Tavas Black White 705149-009 - Purchaze""@en'}

Entity 2:{'title': '""Nike Zoom Winflo 3 - Nero/Bianco/Anthracide""@it "" Nike Abbigliamento Uomo Nero/Bianco/Anthracide ""@it'}"
58,1870,13273,"Enrich Entity 1 and Entity 2 with attributes: category/subcategory/brand/modelno/key_features. Return in json format.

 Entity 1:{'title': '""Reloj solar para hombre""@es ""Seiko Reloj hombre SNE039P1 nur 159 00 €""@es'}

Entity 2:{'title': '""HP 250 G6 FHD Intel Core i5-7200u 8GB 1TB 15.6 W10Pro Plata ceniza osc""@es ""Portátiles baratos y ordenadores convertibles líderes en precios ""@es'}"
59,2259,253,"Enrich Entity 1 and Entity 2 with attributes: category/subcategory/brand/modelno/key_features. Return in json format.

 Entity 1:{'title': '""Panerai Radiomir Watch PAM00505"" ""Shop Panerai PAM00323 Watches | Northeastern Fine Jewelry""'}

Entity 2:{'title': '"" x Kylie Jenner Iconic Sunglasses in Black/Silver"" ""Accessories at SINGER22.com""'}"
60,9429,6529,"Enrich Entity 1 and Entity 2 with attributes: category/subcategory/brand/modelno/key_features. Return in json format.

 Entity 1:{'title': '""AMD Ryzen 7 1800X 8 Core AM4 CPU/Processor""@en CPU/Processor LN78869 - YD180XBCAEWOF | SCAN UK""@en'}

Entity 2:{'title': '""Intel i7 6800K Broadwell Extreme Unlocked CPU/Processor""@en CPU/Processor LN72342 - BX80671I76800K | SCAN UK""@en'}"
61,119,13146,"Enrich Entity 1 and Entity 2 with attributes: category/subcategory/brand/modelno/key_features. Return in json format.

 Entity 1:{'title': '""325134-001 DL580R G2 (2P) Xeon 2.8GHz"", ""Null"" 2.8GHz Wholesale 325134-001 Price 325134-001""'}

Entity 2:{'title': '""589073-B21 HP Xeon X7560 2.26GHz BL680c G7 "", ""Null"" Price 589073-B21"" ""New 589073-B21 Wholesale'}"
62,2423,6282,"Enrich Entity 1 and Entity 2 with attributes: category/subcategory/brand/modelno/key_features. Return in json format.

 Entity 1:{'title': '""Nike Sportswear Air Force 1 Mid 07 - White""@en "" Mens Shoes Nike White / 315123-111 ""@en'}

Entity 2:{'title': '""ZAPATILLAS SOBRE ASFALTO GT-2000 5 LITE-SHOW PARA MUJER""@es-es MUJER | Women Women\'s Road Running Shoes ASICS""@es-es'}"
63,6048,5101,"Enrich Entity 1 and Entity 2 with attributes: category/subcategory/brand/modelno/key_features. Return in json format.

 Entity 1:{'title': '""Elmo microscope camera adapter"" "" Elmo adapter - 1332 Projector Lenses CDWG.com'}

Entity 2:{'title': '""Canon EF 85mm F1.8 USM""@en Aden Camera ""@en "" Canon USM | Digital SLR Cameras Toronto Canada Store'}"
64,5385,5511,"Enrich Entity 1 and Entity 2 with attributes: category/subcategory/brand/modelno/key_features. Return in json format.

 Entity 1:{'title': '""495906-B21 HP X5560 2.80GHz ML350 G6"", ""Null"" ""New 495906-B21 G6 Wholesale Price 495906-B21""'}

Entity 2:{'title': '""HP Zbook 15 G3 i7-6700HQ 8GB 256GB SSD Quadro M1000 2GB 15.6 W7/W10Pro""@es Elite x2 1011 G1 M-5Y51 11.6 Tactil +Teclado W10Pr... ""@es'}"
65,1019,10141,"Enrich Entity 1 and Entity 2 with attributes: category/subcategory/brand/modelno/key_features. Return in json format.

 Entity 1:{'title': '""Crucial 4GB (1x4GB) 2133MHz DDR4 ECC RDIMM 1.2v ""@en 1x4GB | CT4G4RFS8213 Novatech""@en'}

Entity 2:{'title': '""Corsair Memory Vengeance Pro Series Silver 16GB DDR3 2133 MHz Dual Channel Desktop""@en Desktop LN51715 - CMY16GX3M2A2133C11 | SCAN UK""@en'}"
66,11979,4272,"Enrich Entity 1 and Entity 2 with attributes: category/subcategory/brand/modelno/key_features. Return in json format.

 Entity 1:{'title': '""Seiko Automatic Divers Rubber Band SKX007K1 SKX007K Mens Watch""@en-US Watch - DownUnderWatches""@en-US'}

Entity 2:{'title': '""Unisex Loop 2 Smoky Black Bluetooth Activity Tracker Alarm Watch ""@de ""Fitness Uhren""@de'}"
67,867,1870,"Enrich Entity 1 and Entity 2 with attributes: category/subcategory/brand/modelno/key_features. Return in json format.

 Entity 1:{'title': '""Puma evoTOUCH 2 FG - Nero/Bianco/Giallo Safety""@it "" Puma Scarpe Uomo Terreni Compatti Safety ""@it'}

Entity 2:{'title': '""Zegarek męski na słoneczną energie""@pl 00 €""@pl ""Seiko Zegarek energie SNE039P1 nur 159'}"
68,1019,9094,"Enrich Entity 1 and Entity 2 with attributes: category/subcategory/brand/modelno/key_features. Return in json format.

 Entity 1:{'title': '""Crucial 4GB (1x4GB) 2133MHz DDR4 ECC RDIMM 1.2v ""@en 1x4GB | CT4G4RFS8213 Novatech""@en'}

Entity 2:{'title': '""Corsair Vengeance LPX Red 16GB (4x4GB) DDR4 PC4-24000 3000MHz Dual/Quad Channel Kit ""@en 4x4GB | CMK16GX4M4B3000C15R Novatech""@en'}"
69,9363,6067,"Enrich Entity 1 and Entity 2 with attributes: category/subcategory/brand/modelno/key_features. Return in json format.

 Entity 1:{'title': '""Tennis Classic CS""@en'}

Entity 2:{'title': '""Son Of Mars""@en'}"
