,0,1,text
46,1643,1607,"Enrich Entity 1 and Entity 2 with attributes: subcategory/key_features/sku/color. Return in json format.

Entity 1:{'title': 'bluelounge cabledrop black', 'category': 'electronics - general', 'brand': 'bluelounge', 'modelno': 'cd-bl', 'price': 10.0}

Entity 2:{'title': 'xantech 283tpd designer twin plug blink emitter', 'category': 'accessories supplies', 'brand': 'xantech', 'modelno': '283tpd', 'price': 13.64}"
47,2341,1420,"Enrich Entity 1 and Entity 2 with attributes: subcategory/key_features/sku/color. Return in json format.

Entity 1:{'title': 'green onions supply 10.1 anti-glare screen protector', 'category': 'electronics - general', 'brand': 'green onions supply', 'modelno': 'rt-spfg101w / m', 'price': 22.88}

Entity 2:{'title': 'targus privacy filter for a 24-inch widescreen lcd monitor asf24wusz', 'category': 'screen filters', 'brand': 'targus', 'modelno': 'asf24wusz', 'price': 82.99}"
48,1365,5046,"Enrich Entity 1 and Entity 2 with attributes: subcategory/key_features/sku/color. Return in json format.

Entity 1:{'title': 'los angeles lakers ipod touch 4g hard case', 'category': 'electronics - general', 'brand': 'tribeca', 'modelno': 'fva4614', 'price': 29.99}

Entity 2:{'title': 'griffin gb01967 outfit gloss for ipod touch 4g black', 'category': 'cases', 'brand': 'griffin technology', 'modelno': 'gb01967', 'price': 3.97}"
49,2131,2593,"Enrich Entity 1 and Entity 2 with attributes: subcategory/key_features/sku/color. Return in json format.

Entity 1:{'title': 'sumdex mini camera case', 'category': 'mp3 accessories', 'brand': 'sumdex', 'modelno': '13419', 'price': 15.99}

Entity 2:{'title': 'case logic dcb-309 slr camera backpack black', 'category': 'cases bags', 'brand': 'case logic', 'modelno': 'dcb-309', 'price': 53.58}"
50,625,806,"Enrich Entity 1 and Entity 2 with attributes: subcategory/key_features/sku/color. Return in json format.

Entity 1:{'title': 'da-lite da-glas standard rear projection screen 72 x 96 video format', 'category': 'electronics - general', 'brand': 'da-lite', 'modelno': '27639', 'price': 4448.99}

Entity 2:{'title': 'da-lite da-plex deluxe rear projection screen - 94 1 2 x 168 hdtv format', 'category': 'projection screens', 'brand': 'da-lite', 'modelno': '27150', 'price': 9255.17}"
51,148,2867,"Enrich Entity 1 and Entity 2 with attributes: subcategory/key_features/sku/color. Return in json format.

Entity 1:{'title': 'xerox 108r00579 transfer roller', 'category': 'printers', 'brand': 'xerox', 'modelno': '108r00579', 'price': 199.88}

Entity 2:{'title': 'kodak easyshare m531 14mp 3x optical 5x digital zoom hd camera red black', 'category': 'digital cameras', 'brand': 'kodak', 'modelno': '', 'price': 104.95}"
52,1573,21964,"Enrich Entity 1 and Entity 2 with attributes: subcategory/key_features/sku/color. Return in json format.

Entity 1:{'title': 'startech 3 slim 3.5 mm right angle stereo audio cable m m', 'category': 'electronics - general', 'brand': 'startech', 'modelno': 'mu3mms2ra', 'price': 7.88}

Entity 2:{'title': '4gb edge proshot sdhc memory card class6', 'category': 'hard drive enclosures', 'brand': 'edge', 'modelno': 'edgdm-209780-pe', 'price': 11.87}"
53,2018,9253,"Enrich Entity 1 and Entity 2 with attributes: subcategory/key_features/sku/color. Return in json format.

Entity 1:{'title': 'wintec filemate 4gb compactflash memory card', 'category': 'usb drives', 'brand': 'wintec', 'modelno': '3fmcf4gb-r', 'price': 15.98}

Entity 2:{'title': 'western digital wd elements se portable 500 gb usb 2.0 external hard drive', 'category': 'external hard drives', 'brand': 'western digital', 'modelno': 'wdbabv5000abk-nesn', 'price': 59.99}"
54,992,17488,"Enrich Entity 1 and Entity 2 with attributes: subcategory/key_features/sku/color. Return in json format.

Entity 1:{'title': 'hp 61 black tri-color combo inkjet cartridge', 'category': 'printers', 'brand': 'hp', 'modelno': 'hp 61', 'price': 30.5}

Entity 2:{'title': 'new-7653 compatible ink 8000 page-yield red case pack 1 - 513443', 'category': 'computer accessories', 'brand': 'innovera', 'modelno': '', 'price': 97.3}"
55,495,7233,"Enrich Entity 1 and Entity 2 with attributes: subcategory/key_features/sku/color. Return in json format.

Entity 1:{'title': 'lexmark extra high yield return pgm print cartridge - magenta', 'category': 'printers', 'brand': 'lexmark', 'modelno': 'c782u1mg', 'price': 214.88}

Entity 2:{'title': 'x651h11a high-yield toner 25000 page-yield black', 'category': 'inkjet printer ink', 'brand': 'lexmark', 'modelno': '', 'price': 413.69}"
56,911,11120,"Enrich Entity 1 and Entity 2 with attributes: subcategory/key_features/sku/color. Return in json format.

Entity 1:{'title': 'jaton geforce 6200 256mb video card', 'category': 'computers', 'brand': 'jaton', 'modelno': 'video-338pci-lp', 'price': 97.82}

Entity 2:{'title': 'evga geforce 8400 gs 1 gb ddr3 pci-express 2.0 graphics card 01g-p3-1302-lr', 'category': 'graphics cards', 'brand': 'evga', 'modelno': '01g-p3-1302-lr', 'price': 38.99}"
57,1405,3253,"Enrich Entity 1 and Entity 2 with attributes: subcategory/key_features/sku/color. Return in json format.

Entity 1:{'title': 'ibm 28p2010 black toner cartridge', 'category': 'printers', 'brand': 'ibm', 'modelno': '28p2010', 'price': 425.0}

Entity 2:{'title': 'xantech 283tpd designer twin plug blink emitter', 'category': 'printers', 'brand': 'xantech', 'modelno': '', 'price': 28.0}"
58,960,6286,"Enrich Entity 1 and Entity 2 with attributes: subcategory/key_features/sku/color. Return in json format.

Entity 1:{'title': 'new york mets ipod touch 4g hard case', 'category': 'electronics - general', 'brand': 'tribeca', 'modelno': 'fva4459', 'price': 29.99}

Entity 2:{'title': 'georgetown hoyas iphone 4 case black shell', 'category': 'computers accessories', 'brand': 'tribeca', 'modelno': '', 'price': 18.99}"
59,1983,15015,"Enrich Entity 1 and Entity 2 with attributes: subcategory/key_features/sku/color. Return in json format.

Entity 1:{'title': 'incipio smart feather for apple ipad 2 lime', 'category': 'electronics - general', 'brand': 'incipio', 'modelno': 'ipad-228', 'price': 33.25}

Entity 2:{'title': 'green onions supply glossy screen protector for apple ipad', 'category': 'screen protectors', 'brand': 'green', 'modelno': 'rt-spipad01', 'price': 18.36}"
60,2052,14620,"Enrich Entity 1 and Entity 2 with attributes: subcategory/key_features/sku/color. Return in json format.

Entity 1:{'title': 'georgetown hoyas iphone 4 case black shell', 'category': 'electronics - general', 'brand': 'tribeca', 'modelno': 'fva3162', 'price': 29.99}

Entity 2:{'title': 'new york knicks iphone 4 case silicone cover', 'category': 'computers accessories', 'brand': 'tribeca', 'modelno': '', 'price': 12.67}"
61,2389,18443,"Enrich Entity 1 and Entity 2 with attributes: subcategory/key_features/sku/color. Return in json format.

Entity 1:{'title': 'da-lite da-glas deluxe rear projection screen - 84 x 84 av format', 'category': 'electronics - general', 'brand': 'da-lite', 'modelno': '27650', 'price': 4958.99}

Entity 2:{'title': 'da-lite 27639 da-glas standard rear projection screen 72 x 96 video format', 'category': 'projection screens', 'brand': 'da-lite', 'modelno': '', 'price': ''}"
62,2404,18980,"Enrich Entity 1 and Entity 2 with attributes: subcategory/key_features/sku/color. Return in json format.

Entity 1:{'title': 'quartet premium dry-erase board in white with aluminum frame 48 w x 36 h', 'category': 'stationery & office machinery', 'brand': 'quartet', 'modelno': '', 'price': 275.79}

Entity 2:{'title': 'new-best-rite 33250 - wheasel easel adjustable melamine dry erase board 28 3 4 x 59 1 2 white - blt33250', 'category': 'stands', 'brand': 'best rite', 'modelno': '', 'price': 229.0}"
